"","station","station_id","line_name","entry_exits_period","mean_hourly_entries","mean_hourly_exits"
"975","BAY RIDGE-95 ST","R45","R","4:8",141.5,23.55
"976","BAY RIDGE-95 ST","R45","R","8:12",582.725,124.6
"977","BAYCHESTER AVE","502","5","0:4",54.65,20.825
"978","BAYCHESTER AVE","502","5","12:16",223.3,21.875
"979","BAYCHESTER AVE","502","5","16:20",132.775,30.425
"980","BAYCHESTER AVE","502","5","4:8",266.775,8.1
"981","BAYCHESTER AVE","502","5","8:12",210.222222222222,13.4722222222222
"982","BEACH 105 ST","H14","AS","0:4",2.55,10.45
"983","BEACH 105 ST","H14","AS","12:16",17.25,7.475
"984","BEACH 105 ST","H14","AS","16:20",4.65,26.05
"985","BEACH 105 ST","H14","AS","4:8",23.4,9.15
"986","BEACH 105 ST","H14","AS","8:12",6.675,8.725
"987","BEACH 25 ST","H10","A","0:4",7.975,35.225
"988","BEACH 25 ST","H10","A","12:16",77.9722222222222,43.1111111111111
"989","BEACH 25 ST","H10","A","16:20",56.1388888888889,145.305555555556
"990","BEACH 25 ST","H10","A","20:0",27.8055555555556,103.805555555556
"991","BEACH 25 ST","H10","A","4:8",73.46875,16.1875
"992","BEACH 25 ST","H10","A","8:12",150.5,64.15
"993","BEACH 36 ST","H09","A","0:4",4.45,18.15
"994","BEACH 36 ST","H09","A","12:16",34.625,24.625
"995","BEACH 36 ST","H09","A","16:20",32.275,77.325
"996","BEACH 36 ST","H09","A","20:0",18.7,50.4
"997","BEACH 36 ST","H09","A","4:8",48.275,7.575
"998","BEACH 36 ST","H09","A","8:12",60.05,20.625
"999","BEACH 44 ST","H08","A","0:4",3.95,12.3
"1000","BEACH 44 ST","H08","A","12:16",24.2,18.775
"1001","BEACH 44 ST","H08","A","16:20",27.85,49.4
"1002","BEACH 44 ST","H08","A","20:0",11.55,34.8
"1003","BEACH 44 ST","H08","A","4:8",21.375,7.275
"1004","BEACH 44 ST","H08","A","8:12",44.425,17.6
"1005","BEACH 60 ST","H07","A","0:4",13.575,52.45
"1006","BEACH 60 ST","H07","A","12:16",106.55,80.2
"1007","BEACH 60 ST","H07","A","16:20",90.6,196.7
"1008","BEACH 60 ST","H07","A","20:0",48.725,132.175
"1009","BEACH 60 ST","H07","A","4:8",110.825,22.275
"1010","BEACH 60 ST","H07","A","8:12",182.1,61.35
"1011","BEACH 67 ST","H06","A","0:4",11.875,46.9
"1012","BEACH 67 ST","H06","A","12:16",94.275,69.65
"1013","BEACH 67 ST","H06","A","16:20",85.3,187.8
"1014","BEACH 67 ST","H06","A","20:0",43.15,130.475
"1015","BEACH 67 ST","H06","A","4:8",88.6,30.35
"1016","BEACH 67 ST","H06","A","8:12",177.525,53
"1017","BEACH 90 ST","H12","AS","0:4",12.15,37.8
"1018","BEACH 90 ST","H12","AS","12:16",31.3333333333333,29.5277777777778
"1019","BEACH 90 ST","H12","AS","16:20",23.8055555555556,71.6944444444444
"1020","BEACH 90 ST","H12","AS","4:8",71.6388888888889,10.9444444444444
"1021","BEACH 90 ST","H12","AS","8:12",36.8611111111111,18.9722222222222
"1022","BEACH 98 ST","H13","AS","0:4",7.225,23.25
"1023","BEACH 98 ST","H13","AS","12:16",34.3,14.525
"1024","BEACH 98 ST","H13","AS","16:20",12.675,41
"1025","BEACH 98 ST","H13","AS","4:8",37.7,17.75
"1026","BEACH 98 ST","H13","AS","8:12",18.375,14.05
"1027","BEDFORD AVE","L08","L","0:4",466.5,375.425
"1028","BEDFORD AVE","L08","L","12:16",1101.1,949.825
"1029","BEDFORD AVE","L08","L","16:20",1472.575,2073.225
"1030","BEDFORD AVE","L08","L","20:0",967.075,1739.025
"1031","BEDFORD AVE","L08","L","4:8",231.475,185.125
"1032","BEDFORD AVE","L08","L","8:12",1703.325,694.35
"1033","BEDFORD PARK BL","D03","BD","0:4",110.75,224.525
"1034","BEDFORD PARK BL","D03","BD","12:16",303.15,176.85
"1035","BEDFORD PARK BL","D03","BD","16:20",233.65,421.175
"1036","BEDFORD PARK BL","D03","BD","4:8",452.45,72.775
"1037","BEDFORD PARK BL","D03","BD","8:12",428.625,122.7
"1038","BEDFORD/NOSTRAN","G33","G","0:4",44.15,97.4
"1039","BEDFORD/NOSTRAN","G33","G","12:16",356.775,139.275
"1040","BEDFORD/NOSTRAN","G33","G","16:20",369.825,352.425
"1041","BEDFORD/NOSTRAN","G33","G","20:0",185.875,286.05
"1042","BEDFORD/NOSTRAN","G33","G","4:8",117.2,37.275
"1043","BEDFORD/NOSTRAN","G33","G","8:12",722.125,118.9
"1044","BEEBE-39 AVE","R08","N","0:4",23.8055555555556,47.5555555555556
"1045","BEEBE-39 AVE","R08","N","12:16",166.05,85.75
"1046","BEEBE-39 AVE","R08","N","16:20",271.275,159.65
"1047","BEEBE-39 AVE","R08","N","20:0",84.6111111111111,114.888888888889
"1048","BEEBE-39 AVE","R08","N","4:8",29.1071428571429,46.9285714285714
"1049","BEEBE-39 AVE","R08","N","8:12",208.027777777778,177.472222222222
"1050","BERGEN ST","236","234","0:4",30.925,30.175
"1051","BERGEN ST","236","234","12:16",142.2,107.925
"1052","BERGEN ST","236","234","16:20",176.425,255.65
"1053","BERGEN ST","236","234","20:0",123.175,160.725
"1054","BERGEN ST","236","234","4:8",27.275,18.525
"1055","BERGEN ST","236","234","8:12",334.075,106.825
"1056","BERGEN ST","F20","FG","0:4",324.875,250.45
"1057","BERGEN ST","F20","FG","12:16",522.525,327.675
"1058","BERGEN ST","F20","FG","16:20",661.025,575.525
"1059","BERGEN ST","F20","FG","4:8",234.35,98.525
"1060","BERGEN ST","F20","FG","8:12",769.925,281.2
"1061","BEVERLEY ROAD","D29","Q","0:4",12.55,59.875
"1062","BEVERLEY ROAD","D29","Q","12:16",115.725,71.15
"1063","BEVERLEY ROAD","D29","Q","16:20",106.25,225.7
"1064","BEVERLEY ROAD","D29","Q","20:0",56.6,159.825
"1065","BEVERLEY ROAD","D29","Q","4:8",68.425,17.225
"1066","BEVERLEY ROAD","D29","Q","8:12",272.675,46.7
"1067","BLEECKER ST","637","6BDFM","0:4",258.025,35.25
"1068","BLEECKER ST","637","6BDFM","12:16",506.45,255.975
"1069","BLEECKER ST","637","6BDFM","16:20",1081.325,430.45
"1070","BLEECKER ST","637","6BDFM","20:0",712,180.55
"1071","BLEECKER ST","637","6BDFM","4:8",78.525,41
"1072","BLEECKER ST","637","6BDFM","8:12",585.975,282.075
"1073","BOROUGH HALL/CT","232","2345NR","0:4",158.95,96.25
"1074","BOROUGH HALL/CT","232","2345NR","12:16",1833.75,1148.2
"1075","BOROUGH HALL/CT","232","2345NR","16:20",3002.825,1389.4
"1076","BOROUGH HALL/CT","232","2345NR","20:0",911.225,579.975
"1077","BOROUGH HALL/CT","232","2345NR","4:8",111.525,183.675
"1078","BOROUGH HALL/CT","232","2345NR","8:12",1702.75,1838.1
"1079","BOTANIC GARDEN","S04","2345FS","0:4",30.75,76.825
"1080","BOTANIC GARDEN","S04","2345FS","12:16",127.35,83.2
"1081","BOTANIC GARDEN","S04","2345FS","16:20",76.5,119.275
"1082","BOTANIC GARDEN","S04","2345FS","4:8",35.4,36.9
"1083","BOTANIC GARDEN","S04","2345FS","8:12",65.2,116.725
"1084","BOWERY","M19","JZ","0:4",77.225,24.2
"1085","BOWERY","M19","JZ","12:16",125.3,161.725
"1086","BOWERY","M19","JZ","16:20",256.125,182.725
"1087","BOWERY","M19","JZ","20:0",163.625,84.775
"1088","BOWERY","M19","JZ","4:8",19.1,33.675
"1089","BOWERY","M19","JZ","8:12",81.55,186.175
"1090","BOWLING GREEN","420","45","0:4",94.625,99.775
"1091","BOWLING GREEN","420","45","12:16",1378.95,1264.35
"1092","BOWLING GREEN","420","45","16:20",3498.65,1250.225
"1093","BOWLING GREEN","420","45","20:0",587.05,403.75
"1094","BOWLING GREEN","420","45","4:8",208.475,346.875
"1095","BOWLING GREEN","420","45","8:12",1094.85,3018.8
"1096","BOYD-88 ST","A60","A","0:4",7.15,2.15
"1097","BOYD-88 ST","A60","A","12:16",18.575,3.3
"1098","BOYD-88 ST","A60","A","16:20",12.075,5.1
"1099","BOYD-88 ST","A60","A","4:8",37.5,1.425
"1100","BOYD-88 ST","A60","A","8:12",29.45,3.375
"1101","BRIGHTON BEACH","D40","BQ","0:4",27.6,79.3
"1102","BRIGHTON BEACH","D40","BQ","12:16",582.7,340.775
"1103","BRIGHTON BEACH","D40","BQ","16:20",608.75,606.4
"1104","BRIGHTON BEACH","D40","BQ","20:0",220.75,323.275
"1105","BRIGHTON BEACH","D40","BQ","4:8",212.875,41.375
"1106","BRIGHTON BEACH","D40","BQ","8:12",790.825,378.3
"1107","BROAD CHANNEL","H04","AS","0:4",3.425,2.75
"1108","BROAD CHANNEL","H04","AS","12:16",9.4,4.4
"1109","BROAD CHANNEL","H04","AS","16:20",6.425,4.275
"1110","BROAD CHANNEL","H04","AS","4:8",29.375,1.4
"1111","BROAD CHANNEL","H04","AS","8:12",13.525,4.975
"1112","BROAD ST","M23","JZ","0:4",102.05,15.8
"1113","BROAD ST","M23","JZ","12:16",345.05,68.25
"1114","BROAD ST","M23","JZ","16:20",820.25,44.625
"1115","BROAD ST","M23","JZ","4:8",25.675,74.25
"1116","BROAD ST","M23","JZ","8:12",99.6,261.475
"1117","BROADWAY","G30","G","0:4",91,128.8
"1118","BROADWAY","G30","G","12:16",182.1,135.6
"1119","BROADWAY","G30","G","16:20",209.75,213.525
"1120","BROADWAY","G30","G","4:8",126.125,71.45
"1121","BROADWAY","G30","G","8:12",208.6,116.95
"1122","BROADWAY-ENY","A51","ACJLZ","0:4",86.575,136.425
"1123","BROADWAY-ENY","A51","ACJLZ","12:16",413.638888888889,336.611111111111
"1124","BROADWAY-ENY","A51","ACJLZ","16:20",501.625,701.8
"1125","BROADWAY-ENY","A51","ACJLZ","20:0",248.775,378.6
"1126","BROADWAY-ENY","A51","ACJLZ","4:8",230.25,112.425
"1127","BROADWAY-ENY","A51","ACJLZ","8:12",653.75,322.675
"1128","BRONX PARK EAST","212","25","0:4",51.225,43.75
"1129","BRONX PARK EAST","212","25","12:16",131.7,53.475
"1130","BRONX PARK EAST","212","25","16:20",95.75,79.725
"1131","BRONX PARK EAST","212","25","4:8",176.6,23.15
"1132","BRONX PARK EAST","212","25","8:12",156.325,35.65
"1133","BROOK AVE","618","6","0:4",104.3,216.875
"1134","BROOK AVE","618","6","12:16",299.725,248.65
"1135","BROOK AVE","618","6","16:20",300.25,364.7
"1136","BROOK AVE","618","6","4:8",284.1,99.975
"1137","BROOK AVE","618","6","8:12",351.275,196.25
"1138","BROOKLYN BRIDGE","640","456JZ","0:4",126.425,70.25
"1139","BROOKLYN BRIDGE","640","456JZ","12:16",981.075,884.775
"1140","BROOKLYN BRIDGE","640","456JZ","16:20",2031.075,704.3
"1141","BROOKLYN BRIDGE","640","456JZ","20:0",479.9,244.275
"1142","BROOKLYN BRIDGE","640","456JZ","4:8",58.375,248.625
"1143","BROOKLYN BRIDGE","640","456JZ","8:12",533.75,1719.05
"1144","BURKE AVE","209","25","0:4",69.95,58.65
"1145","BURKE AVE","209","25","12:16",154.15,54.625
"1146","BURKE AVE","209","25","16:20",115.425,105.1
"1147","BURKE AVE","209","25","4:8",254.6,15.775
"1148","BURKE AVE","209","25","8:12",208.4,29.025
"1149","BURNSIDE AVE","409","4","0:4",55.675,119.7
"1150","BURNSIDE AVE","409","4","12:16",518.125,237.125
"1151","BURNSIDE AVE","409","4","16:20",537.055555555556,441.916666666667
"1152","BURNSIDE AVE","409","4","20:0",279.35,321
"1153","BURNSIDE AVE","409","4","4:8",279.35,47.625
"1154","BURNSIDE AVE","409","4","8:12",705.2,194.15
"1155","BUSHWICK AVE","L21","L","0:4",12.625,34.375
"1156","BUSHWICK AVE","L21","L","12:16",86.95,45.2
"1157","BUSHWICK AVE","L21","L","16:20",85.1,108.85
"1158","BUSHWICK AVE","L21","L","20:0",51.275,91.375
"1159","BUSHWICK AVE","L21","L","4:8",39.25,13.275
"1160","BUSHWICK AVE","L21","L","8:12",146.325,31.9
"1161","CANAL ST","135","1","0:4",128.4,93.925
"1162","CANAL ST","135","1","12:16",290.7,303.1
"1163","CANAL ST","135","1","16:20",597.7,260.425
"1164","CANAL ST","135","1","4:8",25.225,89.55
"1165","CANAL ST","135","1","8:12",151.825,491.125
"1166","CANAL ST","639","6JNQRZ","0:4",1625.65,581.125
"1167","CANAL ST","639","6JNQRZ","12:16",2866.275,2285.375
"1168","CANAL ST","639","6JNQRZ","16:20",4586.275,1769.6
"1169","CANAL ST","639","6JNQRZ","4:8",186.475,532.3
"1170","CANAL ST","639","6JNQRZ","8:12",1101.175,2678.675
"1171","CANAL ST","A34","ACE","0:4",152.45,62.1
"1172","CANAL ST","A34","ACE","12:16",679.55,621.45
"1173","CANAL ST","A34","ACE","16:20",2024.6,584.275
"1174","CANAL ST","A34","ACE","20:0",727.825,231.675
"1175","CANAL ST","A34","ACE","4:8",41.625,169.625
"1176","CANAL ST","A34","ACE","8:12",358.05,1208.95
"1177","CARROLL ST","F21","FG","0:4",73.475,52.85
"1178","CARROLL ST","F21","FG","12:16",407.875,186.175
"1179","CARROLL ST","F21","FG","16:20",672.3,359.15
"1180","CARROLL ST","F21","FG","20:0",286.725,255.225
"1181","CARROLL ST","F21","FG","4:8",69.95,42.775
"1182","CARROLL ST","F21","FG","8:12",973.85,250.1
"1183","CASTLE HILL AVE","607","6","0:4",34.2,123.825
"1184","CASTLE HILL AVE","607","6","12:16",332.35,223.5
"1185","CASTLE HILL AVE","607","6","16:20",300.775,605.675
"1186","CASTLE HILL AVE","607","6","20:0",136.475,339.75
"1187","CASTLE HILL AVE","607","6","4:8",261.85,67.475
"1188","CASTLE HILL AVE","607","6","8:12",642.775,199.125
"1189","CATHEDRL-110 ST","A17","ABC","0:4",148.275,205.075
"1190","CATHEDRL-110 ST","A17","ABC","12:16",353,208.35
"1191","CATHEDRL-110 ST","A17","ABC","16:20",393.8,339.8
"1192","CATHEDRL-110 ST","A17","ABC","4:8",178.975,85.2
"1193","CATHEDRL-110 ST","A17","ABC","8:12",507.9,166.425
"1194","CENTRAL AVE","M10","M","0:4",53.75,155.625
"1195","CENTRAL AVE","M10","M","12:16",149.475,118.75
"1196","CENTRAL AVE","M10","M","16:20",118.3,285.85
"1197","CENTRAL AVE","M10","M","4:8",150.375,29.95
"1198","CENTRAL AVE","M10","M","8:12",261.825,61.625
"1199","CHAMBERS ST","137","123","0:4",132.2,84.425
"1200","CHAMBERS ST","137","123","12:16",830.475,811.725
"1201","CHAMBERS ST","137","123","16:20",2036.9,831.65
"1202","CHAMBERS ST","137","123","20:0",699.225,329.925
"1203","CHAMBERS ST","137","123","4:8",45,182.65
"1204","CHAMBERS ST","137","123","8:12",551.325,1521.9
"1205","CHAMBERS ST","A36","23ACE","0:4",163.525,76.55
"1206","CHAMBERS ST","A36","23ACE","12:16",1433.7,791.05
"1207","CHAMBERS ST","A36","23ACE","16:20",3700.75,793.625
"1208","CHAMBERS ST","A36","23ACE","20:0",1054.375,262.45
"1209","CHAMBERS ST","A36","23ACE","4:8",146.3,294.7
"1210","CHAMBERS ST","A36","23ACE","8:12",1071.675,1914.95
"1211","CHAMBERS ST","M21","456JZ","0:4",67.625,44.55
"1212","CHAMBERS ST","M21","456JZ","12:16",678.425,526.975
"1213","CHAMBERS ST","M21","456JZ","16:20",1025.025,363.075
"1214","CHAMBERS ST","M21","456JZ","20:0",205.75,124.75
"1215","CHAMBERS ST","M21","456JZ","4:8",29.825,74.7
"1216","CHAMBERS ST","M21","456JZ","8:12",340.375,764
"1217","CHAUNCEY ST","J28","JZ","0:4",71.9,73.525
"1218","CHAUNCEY ST","J28","JZ","12:16",146.375,62.125
"1219","CHAUNCEY ST","J28","JZ","16:20",129.775,117.425
"1220","CHAUNCEY ST","J28","JZ","4:8",134.25,13.7
"1221","CHAUNCEY ST","J28","JZ","8:12",211.25,43.375
"1222","CHURCH AVE","D28","BQ","0:4",69.4,281.075
"1223","CHURCH AVE","D28","BQ","12:16",750.55,577.525
"1224","CHURCH AVE","D28","BQ","16:20",699.75,1514.325
"1225","CHURCH AVE","D28","BQ","20:0",376.475,871.45
"1226","CHURCH AVE","D28","BQ","4:8",384.875,81.85
"1227","CHURCH AVE","D28","BQ","8:12",1493.75,414.475
"1228","CHURCH AVE","F27","FG","0:4",36.925,136.5
"1229","CHURCH AVE","F27","FG","12:16",416.575,240.5
"1230","CHURCH AVE","F27","FG","16:20",445.15,562.075
"1231","CHURCH AVE","F27","FG","20:0",187.275,350.5
"1232","CHURCH AVE","F27","FG","4:8",191.375,53.475
"1233","CHURCH AVE","F27","FG","8:12",932.375,218.975
"1234","CITY HALL","R24","NR","0:4",19.025,9.35
"1235","CITY HALL","R24","NR","12:16",274.45,177.65
"1236","CITY HALL","R24","NR","16:20",604.875,133.975
"1237","CITY HALL","R24","NR","20:0",123.55,38.3
"1238","CITY HALL","R24","NR","4:8",7.45,43.95
"1239","CITY HALL","R24","NR","8:12",110.95,289.05
"1240","CLARK ST","231","23","0:4",42.425,34.95
"1241","CLARK ST","231","23","12:16",236.025,170.225
"1242","CLARK ST","231","23","16:20",350.725,235.925
"1243","CLARK ST","231","23","20:0",160.3,156.15
"1244","CLARK ST","231","23","4:8",26.35,20.075
"1245","CLARK ST","231","23","8:12",389.95,121.45
"1246","CLASSON AVE","G34","G","0:4",31.275,74.6
"1247","CLASSON AVE","G34","G","12:16",204.833333333333,124.805555555556
"1248","CLASSON AVE","G34","G","16:20",246.3,370.125
"1249","CLASSON AVE","G34","G","20:0",122.85,277.225
"1250","CLASSON AVE","G34","G","4:8",52.7,26.15
"1251","CLASSON AVE","G34","G","8:12",421.825,145.075
"1252","CLEVELAND ST","J22","J","0:4",59.05,149.175
"1253","CLEVELAND ST","J22","J","12:16",141.125,160.65
"1254","CLEVELAND ST","J22","J","16:20",114.225,294.9
"1255","CLEVELAND ST","J22","J","4:8",223.75,35.925
"1256","CLEVELAND ST","J22","J","8:12",211.9,76.4
"1257","CLINTON-WASH AV","A44","AC","0:4",39.8,73.475
"1258","CLINTON-WASH AV","A44","AC","12:16",275.125,154.3
"1259","CLINTON-WASH AV","A44","AC","16:20",366.75,325.825
"1260","CLINTON-WASH AV","A44","AC","20:0",144.925,263.85
"1261","CLINTON-WASH AV","A44","AC","4:8",56.825,33.85
"1262","CLINTON-WASH AV","A44","AC","8:12",542.6,208.2
"1263","CLINTON-WASH AV","G35","G","0:4",115.15,46.2
"1264","CLINTON-WASH AV","G35","G","12:16",217.2,29.675
"1265","CLINTON-WASH AV","G35","G","16:20",256.225,65.625
"1266","CLINTON-WASH AV","G35","G","4:8",108.75,9.8
"1267","CLINTON-WASH AV","G35","G","8:12",347.95,21.925
"1268","CORTELYOU ROAD","D30","Q","0:4",28.75,26.275
"1269","CORTELYOU ROAD","D30","Q","12:16",248.35,79.025
"1270","CORTELYOU ROAD","D30","Q","16:20",246.5,146.525
"1271","CORTELYOU ROAD","D30","Q","20:0",121.1,80.95
"1272","CORTELYOU ROAD","D30","Q","4:8",130.725,12.175
"1273","CORTELYOU ROAD","D30","Q","8:12",569.775,55.225
"1274","CORTLANDT ST","R25","NR","0:4",173.025,109.575
"1275","CORTLANDT ST","R25","NR","12:16",651.075,410.325
"1276","CORTLANDT ST","R25","NR","16:20",982.4,362.575
"1277","CORTLANDT ST","R25","NR","4:8",40.875,128.975
"1278","CORTLANDT ST","R25","NR","8:12",290,519.175
"1279","COURT SQ","719","7EGM","0:4",70.9,57.975
"1280","COURT SQ","719","7EGM","12:16",498.6,315.1
"1281","COURT SQ","719","7EGM","16:20",1320.15,387.775
"1282","COURT SQ","719","7EGM","20:0",312.675,197.825
"1283","COURT SQ","719","7EGM","4:8",82.5,190.475
"1284","COURT SQ","719","7EGM","8:12",391.95,1044.625
"1285","COURT SQ-23 ST","719","7EGM","0:4",45.65,20.925
"1286","COURT SQ-23 ST","719","7EGM","12:16",297.6,91.8
"1287","COURT SQ-23 ST","719","7EGM","16:20",665.075,108.925
"1288","COURT SQ-23 ST","719","7EGM","20:0",197,58.525
"1289","COURT SQ-23 ST","719","7EGM","4:8",78.625,79.4
"1290","COURT SQ-23 ST","719","7EGM","8:12",416.375,277.175
"1291","CRESCENT ST","J20","JZ","0:4",78.95,229.8
"1292","CRESCENT ST","J20","JZ","12:16",208.35,241.025
"1293","CRESCENT ST","J20","JZ","16:20",163.525,477.5
"1294","CRESCENT ST","J20","JZ","4:8",336.3,56.5
"1295","CRESCENT ST","J20","JZ","8:12",316.325,129.175
"1296","CROWN HTS-UTICA","250","345","0:4",120.85,336.9
"1297","CROWN HTS-UTICA","250","345","12:16",1135.45,679.175
"1298","CROWN HTS-UTICA","250","345","16:20",1062.625,1717.375
"1299","CROWN HTS-UTICA","250","345","20:0",568.925,1090.1
"1300","CROWN HTS-UTICA","250","345","4:8",676.725,125.7
"1301","CROWN HTS-UTICA","250","345","8:12",2513.975,495.775
"1302","CYPRESS AVE","617","6","0:4",61.8,80.85
"1303","CYPRESS AVE","617","6","12:16",198.375,103.775
"1304","CYPRESS AVE","617","6","16:20",216.05,128.35
"1305","CYPRESS AVE","617","6","4:8",155.027777777778,109.694444444444
"1306","CYPRESS AVE","617","6","8:12",207.125,131.275
"1307","CYPRESS HILLS","J19","J","0:4",5.9,12.5
"1308","CYPRESS HILLS","J19","J","12:16",59.05,29.925
"1309","CYPRESS HILLS","J19","J","16:20",54.225,68.825
"1310","CYPRESS HILLS","J19","J","20:0",20.8,41.05
"1311","CYPRESS HILLS","J19","J","4:8",50.375,9.75
"1312","CYPRESS HILLS","J19","J","8:12",116.75,25.15
"1313","DEKALB AVE","L16","L","0:4",63.275,66.475
"1314","DEKALB AVE","L16","L","12:16",503.55,158.7
"1315","DEKALB AVE","L16","L","16:20",522.875,316.175
"1316","DEKALB AVE","L16","L","20:0",282.85,205.95
"1317","DEKALB AVE","L16","L","4:8",288.35,36.8
"1318","DEKALB AVE","L16","L","8:12",1041.975,119.15
"1319","DEKALB AVE","R30","BDNQR","0:4",91.675,72.975
"1320","DEKALB AVE","R30","BDNQR","12:16",728.05,313.45
"1321","DEKALB AVE","R30","BDNQR","16:20",1201.875,463.025
"1322","DEKALB AVE","R30","BDNQR","20:0",374.95,258
"1323","DEKALB AVE","R30","BDNQR","4:8",127.975,93.5
"1324","DEKALB AVE","R30","BDNQR","8:12",964.525,624.5
"1325","DELANCEY ST","F15","FJMZ","0:4",686.65,528.35
"1326","DELANCEY ST","F15","FJMZ","12:16",742.05,564.05
"1327","DELANCEY ST","F15","FJMZ","16:20",953.375,981
"1328","DELANCEY ST","F15","FJMZ","4:8",209.475,191.725
"1329","DELANCEY ST","F15","FJMZ","8:12",649.05,535.7
"1330","DITMARS BL-31 S","R01","NQ","0:4",72.7,267.475
"1331","DITMARS BL-31 S","R01","NQ","12:16",679.2,429.125
"1332","DITMARS BL-31 S","R01","NQ","16:20",670.075,1354.275
"1333","DITMARS BL-31 S","R01","NQ","20:0",302.775,851.65
"1334","DITMARS BL-31 S","R01","NQ","4:8",266.125,91.225
"1335","DITMARS BL-31 S","R01","NQ","8:12",1662.425,267.25
"1336","DITMAS AVE","F29","F","0:4",62.475,143.925
"1337","DITMAS AVE","F29","F","12:16",202.65,138.75
"1338","DITMAS AVE","F29","F","16:20",186.25,249.85
"1339","DITMAS AVE","F29","F","4:8",230.975,41.225
"1340","DITMAS AVE","F29","F","8:12",329.425,118.475
"1341","DYCKMAN ST","109","1","0:4",44.075,86.225
"1342","DYCKMAN ST","109","1","12:16",317.525,131.75
"1343","DYCKMAN ST","109","1","16:20",368.625,229.1
"1344","DYCKMAN ST","109","1","20:0",170.35,175.05
"1345","DYCKMAN ST","109","1","4:8",143.6,31.775
"1346","DYCKMAN ST","109","1","8:12",493.45,111.325
"1347","DYCKMAN-200 ST","A03","A","0:4",109.525,7.775
"1348","DYCKMAN-200 ST","A03","A","12:16",317.05,8.95
"1349","DYCKMAN-200 ST","A03","A","16:20",258.65,11.35
"1350","DYCKMAN-200 ST","A03","A","4:8",294.325,3.625
"1351","DYCKMAN-200 ST","A03","A","8:12",471.7,6
"1352","DYRE AVE","501","5","0:4",65.1,153.575
"1353","DYRE AVE","501","5","12:16",170.2,173.625
"1354","DYRE AVE","501","5","16:20",174.1,396.4
"1355","DYRE AVE","501","5","4:8",377.375,109.275
"1356","DYRE AVE","501","5","8:12",236.85,137.075
"1357","E 143 ST","616","6","0:4",16.1,28.175
"1358","E 143 ST","616","6","12:16",48.475,41.875
"1359","E 143 ST","616","6","16:20",59.4,51.15
"1360","E 143 ST","616","6","4:8",31.2,40.475
"1361","E 143 ST","616","6","8:12",38.475,54.225
"1362","E 149 ST","615","6","0:4",77.875,156.7
"1363","E 149 ST","615","6","12:16",205.325,171.425
"1364","E 149 ST","615","6","16:20",183.175,291.225
"1365","E 149 ST","615","6","4:8",228.8,84.25
"1366","E 149 ST","615","6","8:12",257.475,133.7
"1367","E 177 ST-PARKCH","608","6","0:4",249.55,711.375
"1368","E 177 ST-PARKCH","608","6","12:16",664.2,706.3
"1369","E 177 ST-PARKCH","608","6","16:20",498.125,1559.8
"1370","E 177 ST-PARKCH","608","6","4:8",1075.075,167.475
"1371","E 177 ST-PARKCH","608","6","8:12",1015.3,347.325
"1372","E 180 ST","213","25","0:4",135.8,280.3
"1373","E 180 ST","213","25","12:16",312,226.5
"1374","E 180 ST","213","25","16:20",272.138888888889,515.972222222222
"1375","E 180 ST","213","25","4:8",481.125,82.525
"1376","E 180 ST","213","25","8:12",409.7,162.525
"1377","EAST BROADWAY","F16","F","0:4",109.325,109.3
"1378","EAST BROADWAY","F16","F","12:16",688.675,347.3
"1379","EAST BROADWAY","F16","F","16:20",1036.825,496.65
"1380","EAST BROADWAY","F16","F","20:0",419.45,381.95
"1381","EAST BROADWAY","F16","F","4:8",164.275,67.525
"1382","EAST BROADWAY","F16","F","8:12",863.75,409.125
"1383","EASTERN PKWY","238","234","0:4",26.55,61.6
"1384","EASTERN PKWY","238","234","12:16",201.9,172.025
"1385","EASTERN PKWY","238","234","16:20",277.975,333.55
"1386","EASTERN PKWY","238","234","20:0",103.075,257.25
"1387","EASTERN PKWY","238","234","4:8",41.8,15.85
"1388","EASTERN PKWY","238","234","8:12",360.325,130.45
"1389","ELDER AVE","611","6","0:4",107.675,325.575
"1390","ELDER AVE","611","6","12:16",305.15,270.775
"1391","ELDER AVE","611","6","16:20",212.675,525.875
"1392","ELDER AVE","611","6","4:8",432.9,69.575
"1393","ELDER AVE","611","6","8:12",362.05,159.825
"1394","ELDERTS LANE","J17","JZ","0:4",13.375,37.3
"1395","ELDERTS LANE","J17","JZ","12:16",147.825,75.65
"1396","ELDERTS LANE","J17","JZ","16:20",140.8,208.425
"1397","ELDERTS LANE","J17","JZ","20:0",56.275,120.275
"1398","ELDERTS LANE","J17","JZ","4:8",149.175,13.725
"1399","ELDERTS LANE","J17","JZ","8:12",296.7,68.575
"1400","ELMHURST AVE","G13","EMR","0:4",29.15,68.375
"1401","ELMHURST AVE","G13","EMR","12:16",651.1,136.675
"1402","ELMHURST AVE","G13","EMR","16:20",570.15,263.55
"1403","ELMHURST AVE","G13","EMR","20:0",226.125,193.525
"1404","ELMHURST AVE","G13","EMR","4:8",338.225,18.025
"1405","ELMHURST AVE","G13","EMR","8:12",1258.2,68.7
"1406","ESSEX ST","M18","FJMZ","0:4",285.65,200.8
"1407","ESSEX ST","M18","FJMZ","12:16",446.925,266.6
"1408","ESSEX ST","M18","FJMZ","16:20",499.275,334.125
"1409","ESSEX ST","M18","FJMZ","4:8",228.275,170.2
"1410","ESSEX ST","M18","FJMZ","8:12",581.825,318.95
