"","station","station_id","entry_exits_period","hourly_entries","hourly_exits"
"1065","BLEECKER ST","637","4:8",785.25,410
"1066","BLEECKER ST","637","8:12",5859.75,2820.75
"1067","BOROUGH HALL/CT","232","0:4",1589.5,962.5
"1068","BOROUGH HALL/CT","232","12:16",18337.5,11482
"1069","BOROUGH HALL/CT","232","16:20",30028.25,13894
"1070","BOROUGH HALL/CT","232","20:0",9112.25,5799.75
"1071","BOROUGH HALL/CT","232","4:8",1115.25,1836.75
"1072","BOROUGH HALL/CT","232","8:12",17027.5,18381
"1073","BOTANIC GARDEN","S04","0:4",307.5,768.25
"1074","BOTANIC GARDEN","S04","12:16",1273.5,832
"1075","BOTANIC GARDEN","S04","16:20",765,1192.75
"1076","BOTANIC GARDEN","S04","4:8",354,369
"1077","BOTANIC GARDEN","S04","8:12",652,1167.25
"1078","BOWERY","M19","0:4",772.25,242
"1079","BOWERY","M19","12:16",1253,1617.25
"1080","BOWERY","M19","16:20",2561.25,1827.25
"1081","BOWERY","M19","20:0",1636.25,847.75
"1082","BOWERY","M19","4:8",191,336.75
"1083","BOWERY","M19","8:12",815.5,1861.75
"1084","BOWLING GREEN","420","0:4",946.25,997.75
"1085","BOWLING GREEN","420","12:16",13789.5,12643.5
"1086","BOWLING GREEN","420","16:20",34986.5,12502.25
"1087","BOWLING GREEN","420","20:0",5870.5,4037.5
"1088","BOWLING GREEN","420","4:8",2084.75,3468.75
"1089","BOWLING GREEN","420","8:12",10948.5,30188
"1090","BOYD-88 ST","A60","0:4",71.5,21.5
"1091","BOYD-88 ST","A60","12:16",185.75,33
"1092","BOYD-88 ST","A60","16:20",120.75,51
"1093","BOYD-88 ST","A60","4:8",375,14.25
"1094","BOYD-88 ST","A60","8:12",294.5,33.75
"1095","BRIGHTON BEACH","D40","0:4",276,793
"1096","BRIGHTON BEACH","D40","12:16",5827,3407.75
"1097","BRIGHTON BEACH","D40","16:20",6087.5,6064
"1098","BRIGHTON BEACH","D40","20:0",2207.5,3232.75
"1099","BRIGHTON BEACH","D40","4:8",2128.75,413.75
"1100","BRIGHTON BEACH","D40","8:12",7908.25,3783
"1101","BROAD CHANNEL","H04","0:4",34.25,27.5
"1102","BROAD CHANNEL","H04","12:16",94,44
"1103","BROAD CHANNEL","H04","16:20",64.25,42.75
"1104","BROAD CHANNEL","H04","4:8",293.75,14
"1105","BROAD CHANNEL","H04","8:12",135.25,49.75
"1106","BROAD ST","M23","0:4",1020.5,158
"1107","BROAD ST","M23","12:16",3450.5,682.5
"1108","BROAD ST","M23","16:20",8202.5,446.25
"1109","BROAD ST","M23","4:8",256.75,742.5
"1110","BROAD ST","M23","8:12",996,2614.75
"1111","BROADWAY","G30","0:4",910,1288
"1112","BROADWAY","G30","12:16",1821,1356
"1113","BROADWAY","G30","16:20",2097.5,2135.25
"1114","BROADWAY","G30","4:8",1261.25,714.5
"1115","BROADWAY","G30","8:12",2086,1169.5
"1116","BROADWAY-ENY","A51","0:4",865.75,1364.25
"1117","BROADWAY-ENY","A51","12:16",3722.75,3029.5
"1118","BROADWAY-ENY","A51","16:20",5016.25,7018
"1119","BROADWAY-ENY","A51","20:0",2487.75,3786
"1120","BROADWAY-ENY","A51","4:8",2302.5,1124.25
"1121","BROADWAY-ENY","A51","8:12",6537.5,3226.75
"1122","BRONX PARK EAST","212","0:4",512.25,437.5
"1123","BRONX PARK EAST","212","12:16",1317,534.75
"1124","BRONX PARK EAST","212","16:20",957.5,797.25
"1125","BRONX PARK EAST","212","4:8",1766,231.5
"1126","BRONX PARK EAST","212","8:12",1563.25,356.5
"1127","BROOK AVE","618","0:4",1043,2168.75
"1128","BROOK AVE","618","12:16",2997.25,2486.5
"1129","BROOK AVE","618","16:20",3002.5,3647
"1130","BROOK AVE","618","4:8",2841,999.75
"1131","BROOK AVE","618","8:12",3512.75,1962.5
"1132","BROOKLYN BRIDGE","640","0:4",1264.25,702.5
"1133","BROOKLYN BRIDGE","640","12:16",9810.75,8847.75
"1134","BROOKLYN BRIDGE","640","16:20",20310.75,7043
"1135","BROOKLYN BRIDGE","640","20:0",4799,2442.75
"1136","BROOKLYN BRIDGE","640","4:8",583.75,2486.25
"1137","BROOKLYN BRIDGE","640","8:12",5337.5,17190.5
"1138","BURKE AVE","209","0:4",699.5,586.5
"1139","BURKE AVE","209","12:16",1541.5,546.25
"1140","BURKE AVE","209","16:20",1154.25,1051
"1141","BURKE AVE","209","4:8",2546,157.75
"1142","BURKE AVE","209","8:12",2084,290.25
"1143","BURNSIDE AVE","409","0:4",556.75,1197
"1144","BURNSIDE AVE","409","12:16",5181.25,2371.25
"1145","BURNSIDE AVE","409","16:20",4833.5,3977.25
"1146","BURNSIDE AVE","409","20:0",2793.5,3210
"1147","BURNSIDE AVE","409","4:8",2793.5,476.25
"1148","BURNSIDE AVE","409","8:12",7052,1941.5
"1149","BUSHWICK AVE","L21","0:4",126.25,343.75
"1150","BUSHWICK AVE","L21","12:16",869.5,452
"1151","BUSHWICK AVE","L21","16:20",851,1088.5
"1152","BUSHWICK AVE","L21","20:0",512.75,913.75
"1153","BUSHWICK AVE","L21","4:8",392.5,132.75
"1154","BUSHWICK AVE","L21","8:12",1463.25,319
"1155","CANAL ST","135","0:4",1284,939.25
"1156","CANAL ST","135","12:16",2907,3031
"1157","CANAL ST","135","16:20",5977,2604.25
"1158","CANAL ST","135","4:8",252.25,895.5
"1159","CANAL ST","135","8:12",1518.25,4911.25
"1160","CANAL ST","639","0:4",16256.5,5811.25
"1161","CANAL ST","639","12:16",28662.75,22853.75
"1162","CANAL ST","639","16:20",45862.75,17696
"1163","CANAL ST","639","4:8",1864.75,5323
"1164","CANAL ST","639","8:12",11011.75,26786.75
"1165","CANAL ST","A34","0:4",1524.5,621
"1166","CANAL ST","A34","12:16",6795.5,6214.5
"1167","CANAL ST","A34","16:20",20246,5842.75
"1168","CANAL ST","A34","20:0",7278.25,2316.75
"1169","CANAL ST","A34","4:8",416.25,1696.25
"1170","CANAL ST","A34","8:12",3580.5,12089.5
"1171","CARROLL ST","F21","0:4",734.75,528.5
"1172","CARROLL ST","F21","12:16",4078.75,1861.75
"1173","CARROLL ST","F21","16:20",6723,3591.5
"1174","CARROLL ST","F21","20:0",2867.25,2552.25
"1175","CARROLL ST","F21","4:8",699.5,427.75
"1176","CARROLL ST","F21","8:12",9738.5,2501
"1177","CASTLE HILL AVE","607","0:4",342,1238.25
"1178","CASTLE HILL AVE","607","12:16",3323.5,2235
"1179","CASTLE HILL AVE","607","16:20",3007.75,6056.75
"1180","CASTLE HILL AVE","607","20:0",1364.75,3397.5
"1181","CASTLE HILL AVE","607","4:8",2618.5,674.75
"1182","CASTLE HILL AVE","607","8:12",6427.75,1991.25
"1183","CATHEDRL-110 ST","A17","0:4",1482.75,2050.75
"1184","CATHEDRL-110 ST","A17","12:16",3530,2083.5
"1185","CATHEDRL-110 ST","A17","16:20",3938,3398
"1186","CATHEDRL-110 ST","A17","4:8",1789.75,852
"1187","CATHEDRL-110 ST","A17","8:12",5079,1664.25
"1188","CENTRAL AVE","M10","0:4",537.5,1556.25
"1189","CENTRAL AVE","M10","12:16",1494.75,1187.5
"1190","CENTRAL AVE","M10","16:20",1183,2858.5
"1191","CENTRAL AVE","M10","4:8",1503.75,299.5
"1192","CENTRAL AVE","M10","8:12",2618.25,616.25
"1193","CHAMBERS ST","137","0:4",1322,844.25
"1194","CHAMBERS ST","137","12:16",8304.75,8117.25
"1195","CHAMBERS ST","137","16:20",20369,8316.5
"1196","CHAMBERS ST","137","20:0",6992.25,3299.25
"1197","CHAMBERS ST","137","4:8",450,1826.5
"1198","CHAMBERS ST","137","8:12",5513.25,15219
"1199","CHAMBERS ST","A36","0:4",1635.25,765.5
"1200","CHAMBERS ST","A36","12:16",14337,7910.5
"1201","CHAMBERS ST","A36","16:20",37007.5,7936.25
"1202","CHAMBERS ST","A36","20:0",10543.75,2624.5
"1203","CHAMBERS ST","A36","4:8",1463,2947
"1204","CHAMBERS ST","A36","8:12",10716.75,19149.5
"1205","CHAMBERS ST","M21","0:4",676.25,445.5
"1206","CHAMBERS ST","M21","12:16",6784.25,5269.75
"1207","CHAMBERS ST","M21","16:20",10250.25,3630.75
"1208","CHAMBERS ST","M21","20:0",2057.5,1247.5
"1209","CHAMBERS ST","M21","4:8",298.25,747
"1210","CHAMBERS ST","M21","8:12",3403.75,7640
"1211","CHAUNCEY ST","J28","0:4",719,735.25
"1212","CHAUNCEY ST","J28","12:16",1463.75,621.25
"1213","CHAUNCEY ST","J28","16:20",1297.75,1174.25
"1214","CHAUNCEY ST","J28","4:8",1342.5,137
"1215","CHAUNCEY ST","J28","8:12",2112.5,433.75
"1216","CHURCH AVE","D28","0:4",694,2810.75
"1217","CHURCH AVE","D28","12:16",7505.5,5775.25
"1218","CHURCH AVE","D28","16:20",6997.5,15143.25
"1219","CHURCH AVE","D28","20:0",3764.75,8714.5
"1220","CHURCH AVE","D28","4:8",3848.75,818.5
"1221","CHURCH AVE","D28","8:12",14937.5,4144.75
"1222","CHURCH AVE","F27","0:4",369.25,1365
"1223","CHURCH AVE","F27","12:16",4165.75,2405
"1224","CHURCH AVE","F27","16:20",4451.5,5620.75
"1225","CHURCH AVE","F27","20:0",1872.75,3505
"1226","CHURCH AVE","F27","4:8",1913.75,534.75
"1227","CHURCH AVE","F27","8:12",9323.75,2189.75
"1228","CITY HALL","R24","0:4",190.25,93.5
"1229","CITY HALL","R24","12:16",2744.5,1776.5
"1230","CITY HALL","R24","16:20",6048.75,1339.75
"1231","CITY HALL","R24","20:0",1235.5,383
"1232","CITY HALL","R24","4:8",74.5,439.5
"1233","CITY HALL","R24","8:12",1109.5,2890.5
"1234","CLARK ST","231","0:4",424.25,349.5
"1235","CLARK ST","231","12:16",2360.25,1702.25
"1236","CLARK ST","231","16:20",3507.25,2359.25
"1237","CLARK ST","231","20:0",1603,1561.5
"1238","CLARK ST","231","4:8",263.5,200.75
"1239","CLARK ST","231","8:12",3899.5,1214.5
"1240","CLASSON AVE","G34","0:4",312.75,746
"1241","CLASSON AVE","G34","12:16",1843.5,1123.25
"1242","CLASSON AVE","G34","16:20",2463,3701.25
"1243","CLASSON AVE","G34","20:0",1228.5,2772.25
"1244","CLASSON AVE","G34","4:8",527,261.5
"1245","CLASSON AVE","G34","8:12",4218.25,1450.75
"1246","CLEVELAND ST","J22","0:4",590.5,1491.75
"1247","CLEVELAND ST","J22","12:16",1411.25,1606.5
"1248","CLEVELAND ST","J22","16:20",1142.25,2949
"1249","CLEVELAND ST","J22","4:8",2237.5,359.25
"1250","CLEVELAND ST","J22","8:12",2119,764
"1251","CLINTON-WASH AV","A44","0:4",398,734.75
"1252","CLINTON-WASH AV","A44","12:16",2751.25,1543
"1253","CLINTON-WASH AV","A44","16:20",3667.5,3258.25
"1254","CLINTON-WASH AV","A44","20:0",1449.25,2638.5
"1255","CLINTON-WASH AV","A44","4:8",568.25,338.5
"1256","CLINTON-WASH AV","A44","8:12",5426,2082
"1257","CLINTON-WASH AV","G35","0:4",1151.5,462
"1258","CLINTON-WASH AV","G35","12:16",2172,296.75
"1259","CLINTON-WASH AV","G35","16:20",2562.25,656.25
"1260","CLINTON-WASH AV","G35","4:8",1087.5,98
"1261","CLINTON-WASH AV","G35","8:12",3479.5,219.25
"1262","CORTELYOU ROAD","D30","0:4",287.5,262.75
"1263","CORTELYOU ROAD","D30","12:16",2483.5,790.25
"1264","CORTELYOU ROAD","D30","16:20",2465,1465.25
"1265","CORTELYOU ROAD","D30","20:0",1211,809.5
"1266","CORTELYOU ROAD","D30","4:8",1307.25,121.75
"1267","CORTELYOU ROAD","D30","8:12",5697.75,552.25
"1268","CORTLANDT ST","R25","0:4",1730.25,1095.75
"1269","CORTLANDT ST","R25","12:16",6510.75,4103.25
"1270","CORTLANDT ST","R25","16:20",9824,3625.75
"1271","CORTLANDT ST","R25","4:8",408.75,1289.75
"1272","CORTLANDT ST","R25","8:12",2900,5191.75
"1273","COURT SQ","719","0:4",709,579.75
"1274","COURT SQ","719","12:16",4986,3151
"1275","COURT SQ","719","16:20",13201.5,3877.75
"1276","COURT SQ","719","20:0",3126.75,1978.25
"1277","COURT SQ","719","4:8",825,1904.75
"1278","COURT SQ","719","8:12",3919.5,10446.25
"1279","COURT SQ-23 ST","719","0:4",456.5,209.25
"1280","COURT SQ-23 ST","719","12:16",2976,918
"1281","COURT SQ-23 ST","719","16:20",6650.75,1089.25
"1282","COURT SQ-23 ST","719","20:0",1970,585.25
"1283","COURT SQ-23 ST","719","4:8",786.25,794
"1284","COURT SQ-23 ST","719","8:12",4163.75,2771.75
"1285","CRESCENT ST","J20","0:4",789.5,2298
"1286","CRESCENT ST","J20","12:16",2083.5,2410.25
"1287","CRESCENT ST","J20","16:20",1635.25,4775
"1288","CRESCENT ST","J20","4:8",3363,565
"1289","CRESCENT ST","J20","8:12",3163.25,1291.75
"1290","CROWN HTS-UTICA","250","0:4",1208.5,3369
"1291","CROWN HTS-UTICA","250","12:16",11354.5,6791.75
"1292","CROWN HTS-UTICA","250","16:20",10626.25,17173.75
"1293","CROWN HTS-UTICA","250","20:0",5689.25,10901
"1294","CROWN HTS-UTICA","250","4:8",6767.25,1257
"1295","CROWN HTS-UTICA","250","8:12",25139.75,4957.75
"1296","CYPRESS AVE","617","0:4",618,808.5
"1297","CYPRESS AVE","617","12:16",1983.75,1037.75
"1298","CYPRESS AVE","617","16:20",2160.5,1283.5
"1299","CYPRESS AVE","617","4:8",1395.25,987.25
"1300","CYPRESS AVE","617","8:12",2071.25,1312.75
"1301","CYPRESS HILLS","J19","0:4",59,125
"1302","CYPRESS HILLS","J19","12:16",590.5,299.25
"1303","CYPRESS HILLS","J19","16:20",542.25,688.25
"1304","CYPRESS HILLS","J19","20:0",208,410.5
"1305","CYPRESS HILLS","J19","4:8",503.75,97.5
"1306","CYPRESS HILLS","J19","8:12",1167.5,251.5
"1307","DEKALB AVE","L16","0:4",632.75,664.75
"1308","DEKALB AVE","L16","12:16",5035.5,1587
"1309","DEKALB AVE","L16","16:20",5228.75,3161.75
"1310","DEKALB AVE","L16","20:0",2828.5,2059.5
"1311","DEKALB AVE","L16","4:8",2883.5,368
"1312","DEKALB AVE","L16","8:12",10419.75,1191.5
"1313","DEKALB AVE","R30","0:4",916.75,729.75
"1314","DEKALB AVE","R30","12:16",7280.5,3134.5
"1315","DEKALB AVE","R30","16:20",12018.75,4630.25
"1316","DEKALB AVE","R30","20:0",3749.5,2580
"1317","DEKALB AVE","R30","4:8",1279.75,935
"1318","DEKALB AVE","R30","8:12",9645.25,6245
"1319","DELANCEY ST","F15","0:4",6866.5,5283.5
"1320","DELANCEY ST","F15","12:16",7420.5,5640.5
"1321","DELANCEY ST","F15","16:20",9533.75,9810
"1322","DELANCEY ST","F15","4:8",2094.75,1917.25
"1323","DELANCEY ST","F15","8:12",6490.5,5357
"1324","DITMARS BL-31 S","R01","0:4",727,2674.75
"1325","DITMARS BL-31 S","R01","12:16",6792,4291.25
"1326","DITMARS BL-31 S","R01","16:20",6700.75,13542.75
"1327","DITMARS BL-31 S","R01","20:0",3027.75,8516.5
"1328","DITMARS BL-31 S","R01","4:8",2661.25,912.25
"1329","DITMARS BL-31 S","R01","8:12",16624.25,2672.5
"1330","DITMAS AVE","F29","0:4",624.75,1439.25
"1331","DITMAS AVE","F29","12:16",2026.5,1387.5
"1332","DITMAS AVE","F29","16:20",1862.5,2498.5
"1333","DITMAS AVE","F29","4:8",2309.75,412.25
"1334","DITMAS AVE","F29","8:12",3294.25,1184.75
"1335","DYCKMAN ST","109","0:4",440.75,862.25
"1336","DYCKMAN ST","109","12:16",3175.25,1317.5
"1337","DYCKMAN ST","109","16:20",3686.25,2291
"1338","DYCKMAN ST","109","20:0",1703.5,1750.5
"1339","DYCKMAN ST","109","4:8",1436,317.75
"1340","DYCKMAN ST","109","8:12",4934.5,1113.25
"1341","DYCKMAN-200 ST","A03","0:4",1095.25,77.75
"1342","DYCKMAN-200 ST","A03","12:16",3170.5,89.5
"1343","DYCKMAN-200 ST","A03","16:20",2586.5,113.5
"1344","DYCKMAN-200 ST","A03","4:8",2943.25,36.25
"1345","DYCKMAN-200 ST","A03","8:12",4717,60
"1346","DYRE AVE","501","0:4",651,1535.75
"1347","DYRE AVE","501","12:16",1702,1736.25
"1348","DYRE AVE","501","16:20",1741,3964
"1349","DYRE AVE","501","4:8",3773.75,1092.75
"1350","DYRE AVE","501","8:12",2368.5,1370.75
"1351","E 143 ST","616","0:4",161,281.75
"1352","E 143 ST","616","12:16",484.75,418.75
"1353","E 143 ST","616","16:20",594,511.5
"1354","E 143 ST","616","4:8",312,404.75
"1355","E 143 ST","616","8:12",384.75,542.25
"1356","E 149 ST","615","0:4",778.75,1567
"1357","E 149 ST","615","12:16",2053.25,1714.25
"1358","E 149 ST","615","16:20",1831.75,2912.25
"1359","E 149 ST","615","4:8",2288,842.5
"1360","E 149 ST","615","8:12",2574.75,1337
"1361","E 177 ST-PARKCH","608","0:4",2495.5,7113.75
"1362","E 177 ST-PARKCH","608","12:16",6642,7063
"1363","E 177 ST-PARKCH","608","16:20",4981.25,15598
"1364","E 177 ST-PARKCH","608","4:8",10750.75,1674.75
"1365","E 177 ST-PARKCH","608","8:12",10153,3473.25
"1366","E 180 ST","213","0:4",1358,2803
"1367","E 180 ST","213","12:16",3120,2265
"1368","E 180 ST","213","16:20",2449.25,4643.75
"1369","E 180 ST","213","4:8",4811.25,825.25
"1370","E 180 ST","213","8:12",4097,1625.25
"1371","EAST BROADWAY","F16","0:4",1093.25,1093
"1372","EAST BROADWAY","F16","12:16",6886.75,3473
"1373","EAST BROADWAY","F16","16:20",10368.25,4966.5
"1374","EAST BROADWAY","F16","20:0",4194.5,3819.5
"1375","EAST BROADWAY","F16","4:8",1642.75,675.25
"1376","EAST BROADWAY","F16","8:12",8637.5,4091.25
"1377","EASTERN PKWY","238","0:4",265.5,616
"1378","EASTERN PKWY","238","12:16",2019,1720.25
"1379","EASTERN PKWY","238","16:20",2779.75,3335.5
"1380","EASTERN PKWY","238","20:0",1030.75,2572.5
"1381","EASTERN PKWY","238","4:8",418,158.5
"1382","EASTERN PKWY","238","8:12",3603.25,1304.5
"1383","ELDER AVE","611","0:4",1076.75,3255.75
"1384","ELDER AVE","611","12:16",3051.5,2707.75
"1385","ELDER AVE","611","16:20",2126.75,5258.75
"1386","ELDER AVE","611","4:8",4329,695.75
"1387","ELDER AVE","611","8:12",3620.5,1598.25
"1388","ELDERTS LANE","J17","0:4",133.75,373
"1389","ELDERTS LANE","J17","12:16",1478.25,756.5
"1390","ELDERTS LANE","J17","16:20",1408,2084.25
"1391","ELDERTS LANE","J17","20:0",562.75,1202.75
"1392","ELDERTS LANE","J17","4:8",1491.75,137.25
"1393","ELDERTS LANE","J17","8:12",2967,685.75
"1394","ELMHURST AVE","G13","0:4",291.5,683.75
"1395","ELMHURST AVE","G13","12:16",6511,1366.75
"1396","ELMHURST AVE","G13","16:20",5701.5,2635.5
"1397","ELMHURST AVE","G13","20:0",2261.25,1935.25
"1398","ELMHURST AVE","G13","4:8",3382.25,180.25
"1399","ELMHURST AVE","G13","8:12",12582,687
"1400","ESSEX ST","M18","0:4",2856.5,2008
"1401","ESSEX ST","M18","12:16",4469.25,2666
"1402","ESSEX ST","M18","16:20",4992.75,3341.25
"1403","ESSEX ST","M18","4:8",2282.75,1702
"1404","ESSEX ST","M18","8:12",5818.25,3189.5
"1405","EUCLID AVE","A55","0:4",558.75,488.5
"1406","EUCLID AVE","A55","12:16",4013.25,1012
"1407","EUCLID AVE","A55","16:20",3804.5,1788.75
"1408","EUCLID AVE","A55","20:0",1735.5,1069.5
"1409","EUCLID AVE","A55","4:8",2651,272.75
"1410","EUCLID AVE","A55","8:12",7586.25,1020.75
"1411","FAR ROCKAWAY","H11","0:4",263.75,726.5
"1412","FAR ROCKAWAY","H11","12:16",1976,1632
"1413","FAR ROCKAWAY","H11","16:20",2651.75,3603.75
"1414","FAR ROCKAWAY","H11","20:0",1105.75,2231.75
"1415","FAR ROCKAWAY","H11","4:8",1837.75,702.75
"1416","FAR ROCKAWAY","H11","8:12",2922.5,2217.5
"1417","FLUSHING AVE","G31","0:4",502.75,884.5
"1418","FLUSHING AVE","G31","12:16",1388.25,1120.25
"1419","FLUSHING AVE","G31","16:20",1817.75,1560
"1420","FLUSHING AVE","G31","4:8",845.75,818.75
"1421","FLUSHING AVE","G31","8:12",1442.25,1629.75
"1422","FLUSHING AVE","M12","0:4",2112.75,1149
"1423","FLUSHING AVE","M12","12:16",5757.5,1845.25
"1424","FLUSHING AVE","M12","16:20",6407.25,1821.25
"1425","FLUSHING AVE","M12","4:8",1748.5,797
"1426","FLUSHING AVE","M12","8:12",4664.75,2248.75
"1427","FORDHAM ROAD","407","0:4",627.75,448.75
"1428","FORDHAM ROAD","407","12:16",5555,1105.5
"1429","FORDHAM ROAD","407","16:20",6504.5,1736
"1430","FORDHAM ROAD","407","20:0",3106,992.75
"1431","FORDHAM ROAD","407","4:8",2792.25,272.25
"1432","FORDHAM ROAD","407","8:12",6782.25,852.25
"1433","FORDHAM ROAD","D05","0:4",592.25,1126.5
"1434","FORDHAM ROAD","D05","12:16",5203.5,2127.25
"1435","FORDHAM ROAD","D05","16:20",6918.25,4903.5
"1436","FORDHAM ROAD","D05","20:0",2922.75,2173.5
"1437","FORDHAM ROAD","D05","4:8",2791,464.75
"1438","FORDHAM ROAD","D05","8:12",7955.5,1724
"1439","FOREST AVE","M05","0:4",444.25,1459
"1440","FOREST AVE","M05","12:16",1506.75,1256.25
"1441","FOREST AVE","M05","16:20",1076,2670
"1442","FOREST AVE","M05","4:8",3059,278.5
"1443","FOREST AVE","M05","8:12",2903.75,547.5
"1444","FOREST HILLS-71","G08","0:4",5139.25,4147.25
"1445","FOREST HILLS-71","G08","12:16",11857.5,5703
"1446","FOREST HILLS-71","G08","16:20",12312.5,11211.25
"1447","FOREST HILLS-71","G08","4:8",11182.5,1412.75
"1448","FOREST HILLS-71","G08","8:12",20109.5,3539
"1449","FOREST PARKWAY","J16","0:4",107.5,343.25
"1450","FOREST PARKWAY","J16","12:16",1509,776
"1451","FOREST PARKWAY","J16","16:20",1227.75,1963.5
"1452","FOREST PARKWAY","J16","20:0",604.75,1132.5
"1453","FOREST PARKWAY","J16","4:8",1790.5,121.5
"1454","FOREST PARKWAY","J16","8:12",3295.5,446
"1455","FRANKLIN AVE","239","0:4",879.75,1389.75
"1456","FRANKLIN AVE","239","12:16",6117.25,2536
"1457","FRANKLIN AVE","239","16:20",6347.75,6539.75
"1458","FRANKLIN AVE","239","20:0",3129,5363
"1459","FRANKLIN AVE","239","4:8",1917.75,471.25
"1460","FRANKLIN AVE","239","8:12",11371,2541
"1461","FRANKLIN AVE","A45","0:4",1873.5,3368.25
"1462","FRANKLIN AVE","A45","12:16",3216.5,2723.75
"1463","FRANKLIN AVE","A45","16:20",3263.25,4566.75
"1464","FRANKLIN AVE","A45","4:8",1616.25,1104.5
"1465","FRANKLIN AVE","A45","8:12",4277,2291.75
"1466","FRANKLIN ST","136","0:4",1600,518.75
"1467","FRANKLIN ST","136","12:16",2995,1416.75
"1468","FRANKLIN ST","136","16:20",4740.75,1533
"1469","FRANKLIN ST","136","4:8",450.75,689.75
"1470","FRANKLIN ST","136","8:12",2035,2378.5
"1471","FREEMAN ST","216","0:4",1010.25,2159.25
"1472","FREEMAN ST","216","12:16",2412.25,1770.25
"1473","FREEMAN ST","216","16:20",1867.25,2809.5
"1474","FREEMAN ST","216","4:8",2577,566
"1475","FREEMAN ST","216","8:12",2798.5,1077.25
"1476","FRESH POND ROAD","M04","0:4",656.5,2454.5
"1477","FRESH POND ROAD","M04","12:16",2092.5,2392.5
"1478","FRESH POND ROAD","M04","16:20",1532.75,5832
"1479","FRESH POND ROAD","M04","4:8",4270.75,420.5
"1480","FRESH POND ROAD","M04","8:12",3880.5,944.5
"1481","FT HAMILTON PKY","B13","0:4",716.5,1029
"1482","FT HAMILTON PKY","B13","12:16",1981.5,1227.5
"1483","FT HAMILTON PKY","B13","16:20",2360.25,1986.25
"1484","FT HAMILTON PKY","B13","4:8",1836,493.75
"1485","FT HAMILTON PKY","B13","8:12",2569.5,1276.75
"1486","FT HAMILTON PKY","F26","0:4",698.75,744.25
"1487","FT HAMILTON PKY","F26","12:16",2247.75,717.25
"1488","FT HAMILTON PKY","F26","16:20",2096.75,1702.75
"1489","FT HAMILTON PKY","F26","4:8",2313.25,187.25
"1490","FT HAMILTON PKY","F26","8:12",4789.25,366
"1491","FT HAMILTON PKY","N03","0:4",789.5,1656.75
"1492","FT HAMILTON PKY","N03","12:16",2876.5,1370
"1493","FT HAMILTON PKY","N03","16:20",2417.75,3166
"1494","FT HAMILTON PKY","N03","4:8",3303.5,367.75
"1495","FT HAMILTON PKY","N03","8:12",5230.25,779
"1496","FULTON ST","229","0:4",9900,5509.25
"1497","FULTON ST","229","12:16",31614.5,26845.5
"1498","FULTON ST","229","16:20",71816.5,23765
"1499","FULTON ST","229","20:0",13006.5,6490.5
"1500","FULTON ST","229","4:8",3833,10364.75
"1501","FULTON ST","229","8:12",18144.5,57823.75
"1502","FULTON ST","G36","0:4",499,336.5
"1503","FULTON ST","G36","12:16",1931.25,1821.5
"1504","FULTON ST","G36","16:20",3968.75,3160.5
"1505","FULTON ST","G36","20:0",2264.75,1736
"1506","FULTON ST","G36","4:8",331.25,296.75
"1507","FULTON ST","G36","8:12",1657.5,2422.5
"1508","GATES AVE","J30","0:4",1392.25,1488
"1509","GATES AVE","J30","12:16",3213.25,1120.75
"1510","GATES AVE","J30","16:20",2819.25,2388.5
"1511","GATES AVE","J30","4:8",2220.75,343.75
"1512","GATES AVE","J30","8:12",4472,772.75
"1513","GRAHAM AVE","L11","0:4",767,1089
"1514","GRAHAM AVE","L11","12:16",4270.5,2231.5
"1515","GRAHAM AVE","L11","16:20",5086.25,4705.25
"1516","GRAHAM AVE","L11","20:0",2752.75,4285.25
"1517","GRAHAM AVE","L11","4:8",989.75,618.75
"1518","GRAHAM AVE","L11","8:12",9212,2283.75
"1519","GRAND ARMY PLAZ","237","0:4",779.75,472.25
"1520","GRAND ARMY PLAZ","237","12:16",2914.5,1210.25
"1521","GRAND ARMY PLAZ","237","16:20",4089.75,2960.25
"1522","GRAND ARMY PLAZ","237","20:0",1736.5,1988.5
"1523","GRAND ARMY PLAZ","237","4:8",532.75,138.75
"1524","GRAND ARMY PLAZ","237","8:12",6636.5,1022.75
"1525","GRAND AV-NEWTON","G12","0:4",541.5,1021.5
"1526","GRAND AV-NEWTON","G12","12:16",7857,2369.25
"1527","GRAND AV-NEWTON","G12","16:20",7982,5070.75
"1528","GRAND AV-NEWTON","G12","20:0",3399.75,3359
"1529","GRAND AV-NEWTON","G12","4:8",4587.75,296.5
"1530","GRAND AV-NEWTON","G12","8:12",17167.5,1214.5
"1531","GRAND ST","D22","0:4",1560.75,1305.5
"1532","GRAND ST","D22","12:16",11915.75,10353.25
"1533","GRAND ST","D22","16:20",22166.75,9643.75
"1534","GRAND ST","D22","20:0",10435,4995.25
"1535","GRAND ST","D22","4:8",1040.5,1500.5
"1536","GRAND ST","D22","8:12",8634,13772
"1537","GRAND ST","L12","0:4",537.25,879
"1538","GRAND ST","L12","12:16",3521.25,2131
"1539","GRAND ST","L12","16:20",5183,4319.25
"1540","GRAND ST","L12","20:0",1833.75,2903.25
"1541","GRAND ST","L12","4:8",917.5,1194.5
"1542","GRAND ST","L12","8:12",4443.75,4592.5
"1543","GRAND-30 AVE","R04","0:4",730.25,2420.5
"1544","GRAND-30 AVE","R04","12:16",5792.25,3120.5
"1545","GRAND-30 AVE","R04","16:20",6440.25,9843.75
