"","Train","Station","StopID","LineName"
"90","3","""Times Sq - 42 St""","127","123"
"91","3","""34 St - Penn Station""","128","123"
"92","3","""14 St""","132","123"
"93","3","""Chambers St""","137","123"
"94","3","""135 St""","224","23"
"95","3","""125 St""","225","23"
"96","3","""116 St""","226","23"
"97","3","""Central Park North (110 St)""","227","23"
"98","3","""Park Pl""","228","23"
"99","3","""Fulton St""","229","23"
"100","3","""Wall St""","230","23"
"101","3","""Clark St""","231","23"
"102","3","""Borough Hall""","232","23"
"103","3","""Hoyt St""","233","23"
"104","3","""Nevins St""","234","2345"
"105","3","""Atlantic Av - Barclays Ctr""","235","2345"
"106","3","""Bergen St""","236","234"
"107","3","""Grand Army Plaza""","237","234"
"108","3","""Eastern Pkwy - Brooklyn Museum""","238","234"
"109","3","""Franklin Av""","239","2345"
"110","3","""Nostrand Av""","248","34"
"111","3","""Kingston Av""","249","34"
"112","3","""Crown Hts - Utica Av""","250","345"
"113","3","""Sutter Av - Rutland Rd""","251","34"
"114","3","""Saratoga Av""","252","34"
"115","3","""Rockaway Av""","253","34"
"116","3","""Junius St""","254","34"
"117","3","""Pennsylvania Av""","255","34"
"118","3","""Van Siclen Av""","256","34"
"119","3","""New Lots Av""","257","34"
"120","3","""Harlem - 148 St""","301","3"
"121","3","""145 St""","302","3"
"122","4","""Nevins St""","234","2345"
"123","4","""Atlantic Av - Barclays Ctr""","235","2345"
"124","4","""Bergen St""","236","234"
"125","4","""Grand Army Plaza""","237","234"
"126","4","""Eastern Pkwy - Brooklyn Museum""","238","234"
"127","4","""Franklin Av""","239","2345"
"128","4","""Nostrand Av""","248","34"
"129","4","""Kingston Av""","249","34"
"130","4","""Crown Hts - Utica Av""","250","345"
"131","4","""Sutter Av - Rutland Rd""","251","34"
"132","4","""Saratoga Av""","252","34"
"133","4","""Rockaway Av""","253","34"
"134","4","""Junius St""","254","34"
"135","4","""Pennsylvania Av""","255","34"
"136","4","""Van Siclen Av""","256","34"
"137","4","""New Lots Av""","257","34"
"138","4","""Woodlawn""","401","4"
"139","4","""Mosholu Pkwy""","402","4"
"140","4","""Bedford Park Blvd - Lehman College""","405","4"
"141","4","""Kingsbridge Rd""","406","4"
"142","4","""Fordham Rd""","407","4"
"143","4","""183 St""","408","4"
"144","4","""Burnside Av""","409","4"
"145","4","""176 St""","410","4"
"146","4","""Mt Eden Av""","411","4"
"147","4","""170 St""","412","4"
"148","4","""167 St""","413","4"
"149","4","""161 St - Yankee Stadium""","414","4"
"150","4","""149 St - Grand Concourse""","415","4"
"151","4","""138 St - Grand Concourse""","416","45"
"152","4","""Fulton St""","418","45"
"153","4","""Wall St""","419","45"
"154","4","""Bowling Green""","420","45"
"155","4","""Borough Hall""","423","45"
"156","4","""125 St""","621","4566X"
"157","4","""86 St""","626","4566X"
"158","4","""59 St""","629","4566X"
"159","4","""Grand Central - 42 St""","631","4566X"
"160","4","""14 St - Union Sq""","635","4566X"
"161","4","""Brooklyn Bridge - City Hall""","640","4566X6X"
"162","5","""Nereid Av""","204","25"
"163","5","""233 St""","205","25"
"164","5","""225 St""","206","25"
"165","5","""219 St""","207","25"
"166","5","""Gun Hill Rd""","208","25"
"167","5","""Burke Av""","209","25"
"168","5","""Allerton Av""","210","25"
"169","5","""Pelham Pkwy""","211","25"
"170","5","""Bronx Park East""","212","25"
"171","5","""E 180 St""","213","25"
"172","5","""3 Av - 149 St""","221","25"
"173","5","""149 St - Grand Concourse""","222","25"
"174","5","""Nevins St""","234","2345"
"175","5","""Atlantic Av - Barclays Ctr""","235","2345"
"176","5","""Franklin Av""","239","2345"
"177","5","""Sterling St""","242","25"
"178","5","""Winthrop St""","243","25"
"179","5","""Church Av""","244","25"
"180","5","""Beverly Rd""","245","25"
"181","5","""Newkirk Av""","246","25"
"182","5","""Flatbush Av - Brooklyn College""","247","25"
"183","5","""Crown Hts - Utica Av""","250","345"
"184","5","""138 St - Grand Concourse""","416","45"
"185","5","""Fulton St""","418","45"
"186","5","""Wall St""","419","45"
"187","5","""Bowling Green""","420","45"
"188","5","""Borough Hall""","423","45"
"189","5","""Eastchester - Dyre Av""","501","5"
"190","5","""Baychester Av""","502","5"
"191","5","""Gun Hill Rd""","503","5"
"192","5","""125 St""","621","4566X"
"193","5","""86 St""","626","4566X"
"194","5","""59 St""","629","4566X"
"195","5","""Grand Central - 42 St""","631","4566X"
"196","5","""14 St - Union Sq""","635","4566X"
"197","5","""Brooklyn Bridge - City Hall""","640","4566X6X"
"198","6","""Pelham Bay Park""","601","66X"
"199","6","""Buhre Av""","602","66X"
"200","6","""Middletown Rd""","603","66X"
"201","6","""Westchester Sq - E Tremont Av""","604","66X"
"202","6","""Zerega Av""","606","66X"
"203","6","""Castle Hill Av""","607","66X"
"204","6","""Parkchester""","608","66X"
"205","6","""St Lawrence Av""","609","6"
"206","6","""Morrison Av- Sound View""","610","6"
"207","6","""Elder Av""","611","6"
"208","6","""Whitlock Av""","612","6"
"209","6","""Hunts Point Av""","613","66X"
"210","6","""Longwood Av""","614","6"
"211","6","""E 149 St""","615","6"
"212","6","""E 143 St - St Mary's St""","616","6"
"213","6","""Cypress Av""","617","6"
"214","6","""Brook Av""","618","6"
"215","6","""3 Av - 138 St""","619","66X"
"216","6","""125 St""","621","4566X"
"217","6","""116 St""","622","66X"
"218","6","""110 St""","623","66X"
"219","6","""103 St""","624","66X"
"220","6","""96 St""","625","66X"
"221","6","""86 St""","626","4566X"
"222","6","""77 St""","627","66X"
"223","6","""68 St - Hunter College""","628","66X"
"224","6","""59 St""","629","4566X"
"225","6","""51 St""","630","66X"
"226","6","""Grand Central - 42 St""","631","4566X"
"227","6","""33 St""","632","66X"
"228","6","""28 St""","633","66X"
"229","6","""23 St""","634","66X"
"230","6","""14 St - Union Sq""","635","4566X"
"231","6","""Astor Pl""","636","66X"
"232","6","""Bleecker St""","637","66X6X"
"233","6","""Spring St""","638","66X6X"
"234","6","""Canal St""","639","66X6X"
"235","6","""Brooklyn Bridge - City Hall""","640","4566X6X"
"236","6X","""Pelham Bay Park""","601","66X"
"237","6X","""Buhre Av""","602","66X"
"238","6X","""Middletown Rd""","603","66X"
"239","6X","""Westchester Sq - E Tremont Av""","604","66X"
"240","6X","""Zerega Av""","606","66X"
"241","6X","""Castle Hill Av""","607","66X"
"242","6X","""Parkchester""","608","66X"
"243","6X","""Hunts Point Av""","613","66X"
"244","6X","""3 Av - 138 St""","619","66X"
"245","6X","""125 St""","621","4566X"
"246","6X","""116 St""","622","66X"
"247","6X","""110 St""","623","66X"
"248","6X","""103 St""","624","66X"
"249","6X","""96 St""","625","66X"
"250","6X","""86 St""","626","4566X"
"251","6X","""77 St""","627","66X"
"252","6X","""68 St - Hunter College""","628","66X"
"253","6X","""59 St""","629","4566X"
"254","6X","""51 St""","630","66X"
"255","6X","""Grand Central - 42 St""","631","4566X"
"256","6X","""33 St""","632","66X"
"257","6X","""28 St""","633","66X"
"258","6X","""23 St""","634","66X"
"259","6X","""14 St - Union Sq""","635","4566X"
"260","6X","""Astor Pl""","636","66X"
"261","6X","""Bleecker St""","637","66X6X"
"262","6X","""Spring St""","638","66X6X"
"263","6X","""Canal St""","639","66X6X"
"264","6X","""Brooklyn Bridge - City Hall""","640","4566X6X"
"265","7","""Flushing - Main St""","701","77X"
"266","7","""Mets - Willets Point""","702","77X"
"267","7","""111 St""","705","7"
"268","7","""103 St - Corona Plaza""","706","7"
"269","7","""Junction Blvd""","707","77X"
"270","7","""90 St - Elmhurst Av""","708","7"
"271","7","""82 St - Jackson Hts""","709","7"
"272","7","""74 St - Broadway""","710","7"
"273","7","""69 St""","711","7"
"274","7","""Woodside - 61 St""","712","77X"
"275","7","""52 St""","713","7"
"276","7","""46 St""","714","7"
"277","7","""40 St""","715","7"
"278","7","""33 St""","716","7"
"279","7","""Queensboro Plaza""","718","77X"
"280","7","""Court Sq""","719","77X"
"281","7","""Hunters Point Av""","720","77X"
"282","7","""Vernon Blvd - Jackson Av""","721","77X"
"283","7","""Grand Central - 42 St""","723","77X"
"284","7","""5 Av""","724","77X"
"285","7","""Times Sq - 42 St""","725","77X"
"286","7X","""Flushing - Main St""","701","77X"
"287","7X","""Mets - Willets Point""","702","77X"
"288","7X","""Junction Blvd""","707","77X"
"289","7X","""Woodside - 61 St""","712","77X"
"290","7X","""Queensboro Plaza""","718","77X"
"291","7X","""Court Sq""","719","77X"
"292","7X","""Hunters Point Av""","720","77X"
"293","7X","""Vernon Blvd - Jackson Av""","721","77X"
"294","7X","""Grand Central - 42 St""","723","77X"
"295","7X","""5 Av""","724","77X"
"296","7X","""Times Sq - 42 St""","725","77X"
"297","A","""Inwood - 207 St""","A02","A"
"298","A","""Dyckman St""","A03","A"
"299","A","""190 St""","A05","A"
"300","A","""181 St""","A06","A"
"301","A","""175 St""","A07","A"
"302","A","""168 St""","A09","AC"
"303","A","""163 St - Amsterdam Av""","A10","AC"
"304","A","""155 St""","A11","AC"
"305","A","""145 St""","A12","AC"
"306","A","""135 St""","A14","ABC"
"307","A","""125 St""","A15","ABCD"
"308","A","""116 St""","A16","ABC"
"309","A","""Cathedral Pkwy (110 St)""","A17","ABC"
"310","A","""103 St""","A18","ABC"
"311","A","""96 St""","A19","ABC"
"312","A","""86 St""","A20","ABC"
"313","A","""81 St - Museum of Natural History""","A21","ABC"
"314","A","""72 St""","A22","ABC"
"315","A","""59 St - Columbus Circle""","A24","ABCD"
"316","A","""50 St""","A25","ACE"
"317","A","""42 St - Port Authority Bus Terminal""","A27","ACE"
"318","A","""34 St - Penn Station""","A28","ACE"
"319","A","""23 St""","A30","ACE"
"320","A","""14 St""","A31","ACE"
"321","A","""W 4 St""","A32","ACE"
"322","A","""Spring St""","A33","ACE"
"323","A","""Canal St""","A34","ACE"
"324","A","""Chambers St""","A36","AC"
"325","A","""Fulton St""","A38","AC"
"326","A","""High St""","A40","AC"
"327","A","""Jay St - MetroTech""","A41","ACF"
"328","A","""Hoyt - Schermerhorn Sts""","A42","ACG"
"329","A","""Lafayette Av""","A43","AC"
"330","A","""Clinton - Washington Avs""","A44","AC"
"331","A","""Franklin Av""","A45","AC"
"332","A","""Nostrand Av""","A46","AC"
"333","A","""Kingston - Throop Avs""","A47","AC"
"334","A","""Utica Av""","A48","AC"
"335","A","""Ralph Av""","A49","AC"
"336","A","""Rockaway Av""","A50","AC"
"337","A","""Broadway Jct""","A51","AC"
"338","A","""Liberty Av""","A52","AC"
"339","A","""Van Siclen Av""","A53","AC"
"340","A","""Shepherd Av""","A54","AC"
"341","A","""Euclid Av""","A55","AC"
"342","A","""Grant Av""","A57","A"
"343","A","""80 St""","A59","A"
"344","A","""88 St""","A60","A"
"345","A","""Rockaway Blvd""","A61","A"
"346","A","""Aqueduct - N Conduit Av""","H02","A"
"347","A","""Howard Beach - JFK Airport""","H03","A"
"348","A","""Broad Channel""","H04","AH"
"349","A","""Beach 67 St""","H06","A"
"350","A","""Beach 60 St""","H07","A"
"351","A","""Beach 44 St""","H08","A"
"352","A","""Beach 36 St""","H09","A"
"353","A","""Beach 25 St""","H10","A"
"354","A","""Far Rockaway - Mott Av""","H11","A"
"355","B","""135 St""","A14","ABC"
"356","B","""125 St""","A15","ABCD"
"357","B","""116 St""","A16","ABC"
"358","B","""Cathedral Pkwy (110 St)""","A17","ABC"
"359","B","""103 St""","A18","ABC"
"360","B","""96 St""","A19","ABC"
"361","B","""86 St""","A20","ABC"
"362","B","""81 St - Museum of Natural History""","A21","ABC"
"363","B","""72 St""","A22","ABC"
"364","B","""59 St - Columbus Circle""","A24","ABCD"
"365","B","""Bedford Park Blvd""","D03","BD"
"366","B","""Kingsbridge Rd""","D04","BD"
"367","B","""Fordham Rd""","D05","BD"
"368","B","""182-183 Sts""","D06","BD"
"369","B","""Tremont Av""","D07","BD"
"370","B","""174-175 Sts""","D08","BD"
"371","B","""170 St""","D09","BD"
"372","B","""167 St""","D10","BD"
"373","B","""161 St - Yankee Stadium""","D11","BD"
"374","B","""155 St""","D12","BD"
"375","B","""145 St""","D13","BD"
"376","B","""7 Av""","D14","BDE"
"377","B","""47-50 Sts - Rockefeller Ctr""","D15","BDFM"
"378","B","""42 St - Bryant Pk""","D16","BDFM"
"379","B","""34 St - Herald Sq""","D17","BDFM"
"380","B","""W 4 St""","D20","BDFM"
"381","B","""Broadway-Lafayette St""","D21","BDFM"
"382","B","""Grand St""","D22","BD"
"383","B","""Atlantic Av - Barclays Ctr""","D24","BQ"
"384","B","""7 Av""","D25","BQ"
"385","B","""Prospect Park""","D26","BFSQ"
"386","B","""Church Av""","D28","BQ"
"387","B","""Newkirk Plaza""","D31","BQ"
"388","B","""Kings Hwy""","D35","BQ"
"389","B","""Sheepshead Bay""","D39","BQ"
"390","B","""Brighton Beach""","D40","BQ"
"391","B","""DeKalb Av""","R30","BDNQR"
"392","C","""168 St""","A09","AC"
"393","C","""163 St - Amsterdam Av""","A10","AC"
"394","C","""155 St""","A11","AC"
"395","C","""145 St""","A12","AC"
"396","C","""135 St""","A14","ABC"
"397","C","""125 St""","A15","ABCD"
"398","C","""116 St""","A16","ABC"
"399","C","""Cathedral Pkwy (110 St)""","A17","ABC"
"400","C","""103 St""","A18","ABC"
"401","C","""96 St""","A19","ABC"
"402","C","""86 St""","A20","ABC"
"403","C","""81 St - Museum of Natural History""","A21","ABC"
"404","C","""72 St""","A22","ABC"
"405","C","""59 St - Columbus Circle""","A24","ABCD"
"406","C","""50 St""","A25","ACE"
"407","C","""42 St - Port Authority Bus Terminal""","A27","ACE"
"408","C","""34 St - Penn Station""","A28","ACE"
"409","C","""23 St""","A30","ACE"
"410","C","""14 St""","A31","ACE"
"411","C","""W 4 St""","A32","ACE"
"412","C","""Spring St""","A33","ACE"
"413","C","""Canal St""","A34","ACE"
"414","C","""Chambers St""","A36","AC"
"415","C","""Fulton St""","A38","AC"
"416","C","""High St""","A40","AC"
"417","C","""Jay St - MetroTech""","A41","ACF"
"418","C","""Hoyt - Schermerhorn Sts""","A42","ACG"
"419","C","""Lafayette Av""","A43","AC"
"420","C","""Clinton - Washington Avs""","A44","AC"
"421","C","""Franklin Av""","A45","AC"
"422","C","""Nostrand Av""","A46","AC"
"423","C","""Kingston - Throop Avs""","A47","AC"
"424","C","""Utica Av""","A48","AC"
"425","C","""Ralph Av""","A49","AC"
"426","C","""Rockaway Av""","A50","AC"
"427","C","""Broadway Jct""","A51","AC"
"428","C","""Liberty Av""","A52","AC"
"429","C","""Van Siclen Av""","A53","AC"
"430","C","""Shepherd Av""","A54","AC"
"431","C","""Euclid Av""","A55","AC"
"432","D","""125 St""","A15","ABCD"
"433","D","""59 St - Columbus Circle""","A24","ABCD"
"434","D","""9 Av""","B12","D"
"435","D","""Fort Hamilton Pkwy""","B13","D"
"436","D","""50 St""","B14","D"
"437","D","""55 St""","B15","D"
"438","D","""62 St""","B16","D"
"439","D","""71 St""","B17","D"
"440","D","""79 St""","B18","D"
"441","D","""18 Av""","B19","D"
"442","D","""20 Av""","B20","D"
"443","D","""Bay Pkwy""","B21","D"
"444","D","""25 Av""","B22","D"
"445","D","""Bay 50 St""","B23","D"
"446","D","""Norwood - 205 St""","D01","D"
"447","D","""Bedford Park Blvd""","D03","BD"
"448","D","""Kingsbridge Rd""","D04","BD"
"449","D","""Fordham Rd""","D05","BD"
"450","D","""182-183 Sts""","D06","BD"
"451","D","""Tremont Av""","D07","BD"
"452","D","""174-175 Sts""","D08","BD"
"453","D","""170 St""","D09","BD"
"454","D","""167 St""","D10","BD"
"455","D","""161 St - Yankee Stadium""","D11","BD"
"456","D","""155 St""","D12","BD"
"457","D","""145 St""","D13","BD"
"458","D","""7 Av""","D14","BDE"
"459","D","""47-50 Sts - Rockefeller Ctr""","D15","BDFM"
"460","D","""42 St - Bryant Pk""","D16","BDFM"
"461","D","""34 St - Herald Sq""","D17","BDFM"
"462","D","""W 4 St""","D20","BDFM"
"463","D","""Broadway-Lafayette St""","D21","BDFM"
"464","D","""Grand St""","D22","BD"
"465","D","""Coney Island - Stillwell Av""","D43","DFNQ"
"466","D","""DeKalb Av""","R30","BDNQR"
"467","D","""Atlantic Av - Barclays Ctr""","R31","DNR"
"468","D","""Union St""","R32","DNR"
"469","D","""9 St""","R33","DNR"
"470","D","""Prospect Av""","R34","DNR"
"471","D","""25 St""","R35","DNR"
"472","D","""36 St""","R36","DNR"
"473","E","""50 St""","A25","ACE"
"474","E","""42 St - Port Authority Bus Terminal""","A27","ACE"
"475","E","""34 St - Penn Station""","A28","ACE"
"476","E","""23 St""","A30","ACE"
"477","E","""14 St""","A31","ACE"
"478","E","""W 4 St""","A32","ACE"
"479","E","""Spring St""","A33","ACE"
"480","E","""Canal St""","A34","ACE"
"481","E","""7 Av""","D14","BDE"
"482","E","""World Trade Center""","E01","E"
"483","E","""Briarwood - Van Wyck Blvd""","F05","EF"
"484","E","""Kew Gardens - Union Tpke""","F06","EF"
"485","E","""75 Av""","F07","EF"
"486","E","""Court Sq""","F09","EM"
"487","E","""Lexington Av/53 St""","F11","EM"
"488","E","""5 Av/53 St""","F12","EM"
"489","E","""Jamaica Center - Parsons/Archer""","G05","EJZ"
"490","E","""Sutphin Blvd - Archer Av - JFK Airport""","G06","EJZ"
"491","E","""Jamaica - Van Wyck""","G07","E"
"492","E","""Forest Hills - 71 Av""","G08","EFMR"
"493","E","""67 Av""","G09","EMR"
"494","E","""63 Dr - Rego Park""","G10","EMR"
"495","E","""Woodhaven Blvd""","G11","EMR"
"496","E","""Grand Av - Newtown""","G12","EMR"
"497","E","""Elmhurst Av""","G13","EMR"
"498","E","""Jackson Hts - Roosevelt Av""","G14","EFMR"
"499","E","""65 St""","G15","EMR"
"500","E","""Northern Blvd""","G16","EMR"
"501","E","""46 St""","G18","EMR"
"502","E","""Steinway St""","G19","EMR"
"503","E","""36 St""","G20","EMR"
"504","E","""Queens Plaza""","G21","EMR"
"505","F","""Jay St - MetroTech""","A41","ACF"
"506","F","""21 St - Queensbridge""","B04","F"
"507","F","""Roosevelt Island""","B06","F"
"508","F","""Lexington Av/63 St""","B08","F"
"509","F","""57 St""","B10","F"
"510","F","""47-50 Sts - Rockefeller Ctr""","D15","BDFM"
"511","F","""42 St - Bryant Pk""","D16","BDFM"
"512","F","""34 St - Herald Sq""","D17","BDFM"
"513","F","""23 St""","D18","FM"
"514","F","""14 St""","D19","FM"
"515","F","""W 4 St""","D20","BDFM"
"516","F","""Broadway-Lafayette St""","D21","BDFM"
"517","F","""W 8 St - NY Aquarium""","D42","FQ"
"518","F","""Coney Island - Stillwell Av""","D43","DFNQ"
"519","F","""Jamaica - 179 St""","F01","F"
"520","F","""169 St""","F02","F"
"521","F","""Parsons Blvd""","F03","F"
"522","F","""Sutphin Blvd""","F04","F"
"523","F","""Briarwood - Van Wyck Blvd""","F05","EF"
"524","F","""Kew Gardens - Union Tpke""","F06","EF"
"525","F","""75 Av""","F07","EF"
"526","F","""2 Av""","F14","F"
"527","F","""Delancey St""","F15","F"
"528","F","""East Broadway""","F16","F"
"529","F","""York St""","F18","F"
"530","F","""Bergen St""","F20","FG"
"531","F","""Carroll St""","F21","FG"
"532","F","""Smith - 9 Sts""","F22","FG"
"533","F","""4 Av""","F23","FG"
"534","F","""7 Av""","F24","FG"
"535","F","""15 St - Prospect Park""","F25","FG"
"536","F","""Fort Hamilton Pkwy""","F26","FG"
"537","F","""Church Av""","F27","FG"
"538","F","""Ditmas Av""","F29","F"
"539","F","""18 Av""","F30","F"
"540","F","""Avenue I""","F31","F"
"541","F","""Bay Pkwy""","F32","F"
"542","F","""Avenue N""","F33","F"
"543","F","""Avenue P""","F34","F"
"544","F","""Kings Hwy""","F35","F"
"545","F","""Avenue U""","F36","F"
"546","F","""Avenue X""","F38","F"
"547","F","""Neptune Av""","F39","F"
"548","F","""Forest Hills - 71 Av""","G08","EFMR"
"549","F","""Jackson Hts - Roosevelt Av""","G14","EFMR"
"550","FS","""Prospect Park""","D26","BFSQ"
"551","FS","""Franklin Av""","S01","FS"
"552","FS","""Park Pl""","S03","FS"
"553","FS","""Botanic Garden""","S04","FS"
"554","G","""Hoyt - Schermerhorn Sts""","A42","ACG"
"555","G","""Bergen St""","F20","FG"
"556","G","""Carroll St""","F21","FG"
"557","G","""Smith - 9 Sts""","F22","FG"
"558","G","""4 Av""","F23","FG"
"559","G","""7 Av""","F24","FG"
"560","G","""15 St - Prospect Park""","F25","FG"
"561","G","""Fort Hamilton Pkwy""","F26","FG"
"562","G","""Church Av""","F27","FG"
"563","G","""Court Sq""","G22","G"
"564","G","""21 St""","G24","G"
"565","G","""Greenpoint Av""","G26","G"
"566","G","""Nassau Av""","G28","G"
"567","G","""Metropolitan Av""","G29","G"
"568","G","""Broadway""","G30","G"
"569","G","""Flushing Av""","G31","G"
"570","G","""Myrtle - Willoughby Avs""","G32","G"
"571","G","""Bedford - Nostrand Avs""","G33","G"
"572","G","""Classon Av""","G34","G"
"573","G","""Clinton - Washington Avs""","G35","G"
"574","G","""Fulton St""","G36","G"
"575","GS","""Grand Central - 42 St""","901","GS"
"576","GS","""Times Sq - 42 St""","902","GS"
"577","H","""Broad Channel""","H04","AH"
"578","H","""Beach 90 St""","H12","H"
"579","H","""Beach 98 St""","H13","H"
"580","H","""Beach 105 St""","H14","H"
"581","H","""Rockaway Park - Beach 116 St""","H15","H"
"582","J","""Jamaica Center - Parsons/Archer""","G05","EJZ"
"583","J","""Sutphin Blvd - Archer Av - JFK Airport""","G06","EJZ"
"584","J","""121 St""","J12","JZ"
"585","J","""111 St""","J13","J"
"586","J","""104 St""","J14","JZ"
"587","J","""Woodhaven Blvd""","J15","JZ"
"588","J","""85 St - Forest Pkwy""","J16","J"
"589","J","""75 St""","J17","JZ"
"590","J","""Cypress Hills""","J19","J"
"591","J","""Crescent St""","J20","JZ"
"592","J","""Norwood Av""","J21","JZ"
"593","J","""Cleveland St""","J22","J"
"594","J","""Van Siclen Av""","J23","JZ"
"595","J","""Alabama Av""","J24","JZ"
"596","J","""Broadway Jct""","J27","JZ"
"597","J","""Chauncey St""","J28","JZ"
"598","J","""Halsey St""","J29","J"
"599","J","""Gates Av""","J30","JZ"
"600","J","""Kosciuszko St""","J31","J"
"601","J","""Myrtle Av""","M11","JMZ"
"602","J","""Flushing Av""","M12","JM"
"603","J","""Lorimer St""","M13","JM"
"604","J","""Hewes St""","M14","JM"
"605","J","""Marcy Av""","M16","JMZ"
"606","J","""Essex St""","M18","JMZ"
"607","J","""Bowery""","M19","JZ"
"608","J","""Canal St""","M20","JZ"
"609","J","""Chambers St""","M21","JZ"
"610","J","""Fulton St""","M22","JZ"
"611","J","""Broad St""","M23","JZ"
"612","L","""8 Av""","L01","L"
"613","L","""6 Av""","L02","L"
"614","L","""Union Sq - 14 St""","L03","L"
"615","L","""3 Av""","L05","L"
"616","L","""1 Av""","L06","L"
"617","L","""Bedford Av""","L08","L"
"618","L","""Lorimer St""","L10","L"
"619","L","""Graham Av""","L11","L"
"620","L","""Grand St""","L12","L"
"621","L","""Montrose Av""","L13","L"
"622","L","""Morgan Av""","L14","L"
"623","L","""Jefferson St""","L15","L"
"624","L","""DeKalb Av""","L16","L"
"625","L","""Myrtle - Wyckoff Avs""","L17","L"
"626","L","""Halsey St""","L19","L"
"627","L","""Wilson Av""","L20","L"
"628","L","""Bushwick Av - Aberdeen St""","L21","L"
"629","L","""Broadway Jct""","L22","L"
"630","L","""Atlantic Av""","L24","L"
"631","L","""Sutter Av""","L25","L"
"632","L","""Livonia Av""","L26","L"
"633","L","""New Lots Av""","L27","L"
"634","L","""E 105 St""","L28","L"
"635","L","""Canarsie - Rockaway Pkwy""","L29","L"
"636","M","""47-50 Sts - Rockefeller Ctr""","D15","BDFM"
"637","M","""42 St - Bryant Pk""","D16","BDFM"
"638","M","""34 St - Herald Sq""","D17","BDFM"
"639","M","""23 St""","D18","FM"
"640","M","""14 St""","D19","FM"
"641","M","""W 4 St""","D20","BDFM"
"642","M","""Broadway-Lafayette St""","D21","BDFM"
"643","M","""Court Sq""","F09","EM"
"644","M","""Lexington Av/53 St""","F11","EM"
"645","M","""5 Av/53 St""","F12","EM"
"646","M","""Forest Hills - 71 Av""","G08","EFMR"
"647","M","""67 Av""","G09","EMR"
"648","M","""63 Dr - Rego Park""","G10","EMR"
"649","M","""Woodhaven Blvd""","G11","EMR"
