"","Train","FromStopID","FromStation","FromLine","ToStopID","ToStation","ToLine","TravelTime"
"751","B","A19","""96 St""","ABC","A20","""86 St""","ABC",90
"752","B","A20","""86 St""","ABC","A21","""81 St - Museum of Natural History""","ABC",90
"753","B","A21","""81 St - Museum of Natural History""","ABC","A22","""72 St""","ABC",90
"754","B","A22","""72 St""","ABC","A24","""59 St - Columbus Circle""","ABCD",90
"755","B","A24","""59 St - Columbus Circle""","ABCD","D14","""7 Av""","BDE",120
"756","B","D14","""7 Av""","BDE","D15","""47-50 Sts - Rockefeller Ctr""","BDFM",120
"757","B","D15","""47-50 Sts - Rockefeller Ctr""","BDFM","D16","""42 St - Bryant Pk""","BDFM",90
"758","B","D16","""42 St - Bryant Pk""","BDFM","D17","""34 St - Herald Sq""","BDFM",120
"759","B","D17","""34 St - Herald Sq""","BDFM","D20","""W 4 St""","BDFM",180
"760","B","D20","""W 4 St""","BDFM","D21","""Broadway-Lafayette St""","BDFM",120
"761","B","D21","""Broadway-Lafayette St""","BDFM","D22","""Grand St""","BD",120
"762","B","D22","""Grand St""","BD","R30","""DeKalb Av""","BDNQR",510
"763","B","R30","""DeKalb Av""","BDNQR","D24","""Atlantic Av - Barclays Ctr""","BQ",120
"764","B","D24","""Atlantic Av - Barclays Ctr""","BQ","D25","""7 Av""","BQ",120
"765","B","D25","""7 Av""","BQ","D26","""Prospect Park""","BFSQ",270
"766","B","D26","""Prospect Park""","BFSQ","D28","""Church Av""","BQ",120
"767","B","D28","""Church Av""","BQ","D31","""Newkirk Plaza""","BQ",150
"768","B","D31","""Newkirk Plaza""","BQ","D35","""Kings Hwy""","BQ",270
"769","B","D35","""Kings Hwy""","BQ","D39","""Sheepshead Bay""","BQ",300
"770","B","D39","""Sheepshead Bay""","BQ","D40","""Brighton Beach""","BQ",120
"772","C","A55","""Euclid Av""","AC","A54","""Shepherd Av""","AC",90
"773","C","A54","""Shepherd Av""","AC","A53","""Van Siclen Av""","AC",120
"774","C","A53","""Van Siclen Av""","AC","A52","""Liberty Av""","AC",90
"775","C","A52","""Liberty Av""","AC","A51","""Broadway Jct""","AC",120
"776","C","A51","""Broadway Jct""","AC","A50","""Rockaway Av""","AC",90
"777","C","A50","""Rockaway Av""","AC","A49","""Ralph Av""","AC",90
"778","C","A49","""Ralph Av""","AC","A48","""Utica Av""","AC",120
"779","C","A48","""Utica Av""","AC","A47","""Kingston - Throop Avs""","AC",120
"780","C","A47","""Kingston - Throop Avs""","AC","A46","""Nostrand Av""","AC",90
"781","C","A46","""Nostrand Av""","AC","A45","""Franklin Av""","AC",60
"782","C","A45","""Franklin Av""","AC","A44","""Clinton - Washington Avs""","AC",120
"783","C","A44","""Clinton - Washington Avs""","AC","A43","""Lafayette Av""","AC",90
"784","C","A43","""Lafayette Av""","AC","A42","""Hoyt - Schermerhorn Sts""","ACG",120
"785","C","A42","""Hoyt - Schermerhorn Sts""","ACG","A41","""Jay St - MetroTech""","ACF",120
"786","C","A41","""Jay St - MetroTech""","ACF","A40","""High St""","AC",120
"787","C","A40","""High St""","AC","A38","""Fulton St""","AC",240
"788","C","A38","""Fulton St""","AC","A36","""Chambers St""","AC",120
"789","C","A36","""Chambers St""","AC","A34","""Canal St""","ACE",90
"790","C","A34","""Canal St""","ACE","A33","""Spring St""","ACE",90
"791","C","A33","""Spring St""","ACE","A32","""W 4 St""","ACE",120
"792","C","A32","""W 4 St""","ACE","A31","""14 St""","ACE",180
"793","C","A31","""14 St""","ACE","A30","""23 St""","ACE",90
"794","C","A30","""23 St""","ACE","A28","""34 St - Penn Station""","ACE",150
"795","C","A28","""34 St - Penn Station""","ACE","A27","""42 St - Port Authority Bus Terminal""","ACE",90
"796","C","A27","""42 St - Port Authority Bus Terminal""","ACE","A25","""50 St""","ACE",150
"797","C","A25","""50 St""","ACE","A24","""59 St - Columbus Circle""","ABCD",270
"798","C","A24","""59 St - Columbus Circle""","ABCD","A22","""72 St""","ABC",180
"799","C","A22","""72 St""","ABC","A21","""81 St - Museum of Natural History""","ABC",90
"800","C","A21","""81 St - Museum of Natural History""","ABC","A20","""86 St""","ABC",90
"801","C","A20","""86 St""","ABC","A19","""96 St""","ABC",90
"802","C","A19","""96 St""","ABC","A18","""103 St""","ABC",90
"803","C","A18","""103 St""","ABC","A17","""Cathedral Pkwy (110 St)""","ABC",60
"804","C","A17","""Cathedral Pkwy (110 St)""","ABC","A16","""116 St""","ABC",90
"805","C","A16","""116 St""","ABC","A15","""125 St""","ABCD",90
"806","C","A15","""125 St""","ABCD","A14","""135 St""","ABC",120
"807","C","A14","""135 St""","ABC","A12","""145 St""","AC",90
"808","C","A12","""145 St""","AC","A11","""155 St""","AC",90
"809","C","A11","""155 St""","AC","A10","""163 St - Amsterdam Av""","AC",90
"810","C","A10","""163 St - Amsterdam Av""","AC","A09","""168 St""","AC",90
"812","D","D01","""Norwood - 205 St""","D","D03","""Bedford Park Blvd""","BD",240
"813","D","D03","""Bedford Park Blvd""","BD","D04","""Kingsbridge Rd""","BD",240
"814","D","D04","""Kingsbridge Rd""","BD","D05","""Fordham Rd""","BD",90
"815","D","D05","""Fordham Rd""","BD","D06","""182-183 Sts""","BD",90
"816","D","D06","""182-183 Sts""","BD","D07","""Tremont Av""","BD",90
"817","D","D07","""Tremont Av""","BD","D08","""174-175 Sts""","BD",90
"818","D","D08","""174-175 Sts""","BD","D09","""170 St""","BD",150
"819","D","D09","""170 St""","BD","D10","""167 St""","BD",120
"820","D","D10","""167 St""","BD","D11","""161 St - Yankee Stadium""","BD",150
"821","D","D11","""161 St - Yankee Stadium""","BD","D12","""155 St""","BD",90
"822","D","D12","""155 St""","BD","D13","""145 St""","BD",90
"823","D","D13","""145 St""","BD","A15","""125 St""","ABCD",210
"824","D","A15","""125 St""","ABCD","A24","""59 St - Columbus Circle""","ABCD",480
"825","D","A24","""59 St - Columbus Circle""","ABCD","D14","""7 Av""","BDE",90
"826","D","D14","""7 Av""","BDE","D15","""47-50 Sts - Rockefeller Ctr""","BDFM",90
"827","D","D15","""47-50 Sts - Rockefeller Ctr""","BDFM","D16","""42 St - Bryant Pk""","BDFM",90
"828","D","D16","""42 St - Bryant Pk""","BDFM","D17","""34 St - Herald Sq""","BDFM",90
"829","D","D17","""34 St - Herald Sq""","BDFM","D20","""W 4 St""","BDFM",180
"830","D","D20","""W 4 St""","BDFM","D21","""Broadway-Lafayette St""","BDFM",120
"831","D","D21","""Broadway-Lafayette St""","BDFM","D22","""Grand St""","BD",120
"832","D","D22","""Grand St""","BD","R30","""DeKalb Av""","BDNQR",600
"833","D","R30","""DeKalb Av""","BDNQR","R31","""Atlantic Av - Barclays Ctr""","DNR",300
"834","D","R31","""Atlantic Av - Barclays Ctr""","DNR","R32","""Union St""","DNR",120
"835","D","R32","""Union St""","DNR","R33","""9 St""","DNR",90
"836","D","R33","""9 St""","DNR","R34","""Prospect Av""","DNR",120
"837","D","R34","""Prospect Av""","DNR","R35","""25 St""","DNR",90
"838","D","R35","""25 St""","DNR","R36","""36 St""","DNR",90
"839","D","R36","""36 St""","DNR","B12","""9 Av""","D",240
"840","D","B12","""9 Av""","D","B13","""Fort Hamilton Pkwy""","D",120
"841","D","B13","""Fort Hamilton Pkwy""","D","B14","""50 St""","D",90
"842","D","B14","""50 St""","D","B15","""55 St""","D",120
"843","D","B15","""55 St""","D","B16","""62 St""","D",90
"844","D","B16","""62 St""","D","B17","""71 St""","D",120
"845","D","B17","""71 St""","D","B18","""79 St""","D",90
"846","D","B18","""79 St""","D","B19","""18 Av""","D",90
"847","D","B19","""18 Av""","D","B20","""20 Av""","D",90
"848","D","B20","""20 Av""","D","B21","""Bay Pkwy""","D",60
"849","D","B21","""Bay Pkwy""","D","B22","""25 Av""","D",90
"850","D","B22","""25 Av""","D","B23","""Bay 50 St""","D",120
"851","D","B23","""Bay 50 St""","D","D43","""Coney Island - Stillwell Av""","DFNQ",240
"853","SI","S31","""St George""","SI","S30","""Tompkinsville""","SI",180
"854","SI","S30","""Tompkinsville""","SI","S29","""Stapleton""","SI",120
"855","SI","S29","""Stapleton""","SI","S28","""Clifton""","SI",120
"856","SI","S28","""Clifton""","SI","S27","""Grasmere""","SI",180
"857","SI","S27","""Grasmere""","SI","S26","""Old Town""","SI",120
"858","SI","S26","""Old Town""","SI","S25","""Dongan Hills""","SI",120
"859","SI","S25","""Dongan Hills""","SI","S24","""Jefferson Av""","SI",120
"860","SI","S24","""Jefferson Av""","SI","S23","""Grant City""","SI",60
"861","SI","S23","""Grant City""","SI","S22","""New Dorp""","SI",120
"862","SI","S22","""New Dorp""","SI","S21","""Oakwood Heights""","SI",120
"863","SI","S21","""Oakwood Heights""","SI","S20","""Bay Terrace""","SI",120
"864","SI","S20","""Bay Terrace""","SI","S19","""Great Kills""","SI",120
"865","SI","S19","""Great Kills""","SI","S18","""Eltingville""","SI",120
"866","SI","S18","""Eltingville""","SI","S17","""Annadale""","SI",120
"867","SI","S17","""Annadale""","SI","S16","""Huguenot""","SI",120
"868","SI","S16","""Huguenot""","SI","S15","""Prince's Bay""","SI",120
"869","SI","S15","""Prince's Bay""","SI","S14","""Pleasant Plains""","SI",120
"870","SI","S14","""Pleasant Plains""","SI","S13","""Richmond Valley""","SI",120
"871","SI","S13","""Richmond Valley""","SI","S12","""Nassau""","SI",120
"872","SI","S12","""Nassau""","SI","S10","""Atlantic""","SI",60
"873","SI","S10","""Atlantic""","SI","S09","""Tottenville""","SI",120
