,entry_exits_period,station.x,rounded_scaled_exits,new_rounded_hourly_entries,station_id
282,0:4,"New Lots Av"L27,204,105,L27
283,0:4,"Flushing Av"M12,111,173,M12
284,0:4,"Newkirk Plaza"D31,477,112,D31
285,0:4,"167 St"D10,200,125,D10
286,0:4,"Bergen St"F20,230,255,F20
287,0:4,"Sutphin Blvd - Archer Av - JFK Airport"G06,657,494,G06
288,0:4,"Livonia Av"L26,84,60,L26
289,0:4,"Myrtle Av"M11,442,201,M11
290,0:4,"Kings Hwy"D35,524,161,D35
291,0:4,"155 St"D12,86,65,D12
292,0:4,"York St"F18,149,187,F18
293,0:4,"Jamaica Center - Parsons/Archer"G05,1615,707,G05
294,0:4,"Sutter Av"L25,183,87,L25
295,0:4,"Kosciuszko St"J31,133,82,J31
296,0:4,"Sheepshead Bay"D39,425,160,D39
297,0:4,"135 St"A14,125,71,A14
298,0:4,"East Broadway"F16,227,226,F16
299,0:4,"W 8 St - NY Aquarium"D42,23,21,D42
300,0:4,"Atlantic Av"L24,17,25,L24
301,0:4,"Gates Av"J30,145,100,J30
302,0:4,"Brighton Beach"D40,221,152,D40
303,0:4,"116 St"A16,205,133,A16
304,0:4,"Delancey St"F15,434,600,F15
305,0:4,"Neptune Av"F39,13,17,F39
306,0:4,"Bushwick Av - Aberdeen St"L21,79,26,L21
307,0:4,"Halsey St"J29,176,100,J29
308,0:4,"163 St - Amsterdam Av"A10,92,58,A10
309,0:4,"Cathedral Pkwy (110 St)"A17,194,107,A17
310,0:4,"2 Av"F14,495,647,F14
311,0:4,"Avenue X"F38,58,36,F38
312,0:4,"Wilson Av"L20,214,54,L20
313,0:4,"Chauncey St"J28,76,51,J28
314,0:4,"155 St"A11,134,35,A11
315,0:4,"103 St"A18,179,67,A18
316,0:4,"23 St"D18,240,701,D18
317,0:4,"Avenue U"F36,28,24,F36
318,0:4,"Halsey St"L19,241,86,L19
319,0:4,"Alabama Av"J24,74,61,J24
320,0:4,"50 St"A25,334,648,A25
321,0:4,"96 St"A19,168,127,A19
322,0:4,"57 St"B10,144,518,B10
323,0:4,"Kings Hwy"F35,117,41,F35
324,0:4,"Myrtle - Wyckoff Avs"L17,641,257,L17
325,0:4,"Van Siclen Av"J23,133,40,J23
326,0:4,"23 St"A30,274,664,A30
327,0:4,"86 St"A20,96,153,A20
328,0:4,"Lexington Av/63 St"B08,187,307,B08
329,0:4,"Avenue P"F34,59,24,F34
330,0:4,"DeKalb Av"L16,157,130,L16
331,0:4,"Cleveland St"J22,145,46,J22
332,0:4,"Spring St"A33,31,253,A33
333,0:4,"81 St - Museum of Natural History"A21,181,242,A21
334,0:4,"Roosevelt Island"B06,226,79,B06
335,0:4,"Avenue N"F33,92,30,F33
336,0:4,"Jefferson St"L15,81,131,L15
337,0:4,"Norwood Av"J21,157,51,J21
338,0:4,"Lafayette Av"A43,94,162,A43
339,0:4,"72 St"A22,126,153,A22
340,0:4,"21 St - Queensbridge"B04,299,108,B04
341,0:4,"Bay Pkwy"F32,14,20,F32
342,0:4,"Morgan Av"L14,131,142,L14
343,0:4,"Crescent St"J20,228,61,J20
344,0:4,"Clinton - Washington Avs"A44,151,76,A44
345,0:4,"7 Av"D14,251,514,D14
346,0:4,"75 Av"F07,12,34,F07
347,0:4,"Avenue I"F31,38,24,F31
348,0:4,"Montrose Av"L13,210,129,L13
349,0:4,"Cypress Hills"J19,32,14,J19
350,0:4,"Franklin Av"A45,322,141,A45
351,0:4,"47-50 Sts - Rockefeller Ctr"D15,342,1531,D15
352,0:4,"Briarwood - Van Wyck Blvd"F05,102,35,F05
353,0:4,"18 Av"F30,107,42,F30
354,0:4,"Grand St"L12,207,110,L12
355,0:4,"75 St"J17,96,34,J17
356,0:4,"Kingston - Throop Avs"A47,270,89,A47
357,0:4,"42 St - Bryant Pk"D16,339,1159,D16
358,0:4,"Sutphin Blvd"F04,110,53,F04
359,0:4,"Ditmas Av"F29,142,44,F29
360,0:4,"Graham Av"L11,290,139,L11
361,0:4,"85 St - Forest Pkwy"J16,86,35,J16
362,0:4,"Ralph Av"A49,138,94,A49
363,0:4,"34 St - Herald Sq"D17,1451,2959,D17
364,0:4,"Parsons Blvd"F03,277,71,F03
365,0:4,"63 Dr - Rego Park"G10,205,188,G10
366,0:4,"Lorimer St"L10,90,123,L10
367,0:4,"39 Av"R08,110,53,R08
368,0:4,"9 St"R33,153,133,R33
369,0:4,"8 St - NYU"R21,241,634,R21
370,0:4,"20 Av"N06,101,27,N06
371,0:4,"67 Av"G09,154,67,G09
372,0:4,"Bedford Av"L08,969,701,L08
373,0:4,"Lexington Av/59 St"R11,0,0,R11
374,0:4,"Prospect Av"R34,180,62,R34
375,0:4,"Prince St"R22,160,401,R22
376,0:4,"Bay Pkwy"N07,245,64,N07
377,0:4,"Astoria - Ditmars Blvd"R01,767,173,R01
378,0:4,"1 Av"L06,713,692,L06
379,0:4,"5 Av/59 St"R13,77,296,R13
380,0:4,"25 St"R35,135,52,R35
381,0:4,"59 St"R41,775,1353,R41
382,0:4,"Kings Hwy"N08,155,45,N08
383,0:4,"Astoria Blvd"R03,484,132,R03
384,0:4,"3 Av"L05,164,326,L05
385,0:4,"57 St - 7 Av"R14,140,738,R14
386,0:4,"45 St"R39,206,67,R39
387,0:4,"8 Av"N02,399,162,N02
388,0:4,"Avenue U"N09,128,38,N09
389,0:4,"30 Av"R04,642,169,R04
390,0:4,"6 Av"L02,41,186,L02
391,0:4,"49 St"R15,315,845,R15
392,0:4,"53 St"R40,151,82,R40
393,0:4,"Fort Hamilton Pkwy"N03,184,60,N03
394,0:4,"86 St"N10,28,34,N10
395,0:4,"Broadway"R05,563,156,R05
396,0:4,"8 Av"L01,405,1062,L01
397,0:4,"28 St"R18,161,314,R18
398,0:4,"Bay Ridge Av"R42,135,69,R42
399,0:4,"New Utrecht Av"N04,0,0,N04
400,0:4,"Parkside Av"D27,239,81,D27
401,0:4,"36 Av"R06,269,97,R06
402,0:4,"Middle Village - Metropolitan Av"M01,81,52,M01
403,0:4,"23 St"R19,114,658,R19
404,0:4,"77 St"R43,95,41,R43
405,0:4,"18 Av"N05,212,56,N05
406,0:4,"Beverley Rd"D29,142,33,D29
407,0:4,"Seneca Av"M06,125,23,M06
408,0:4,"Fresh Pond Rd"M04,254,48,M04
409,0:4,"65 St"G15,138,34,G15
410,0:4,"86 St"R44,186,141,R44
411,0:4,"Avenue J"D33,103,68,D33
412,0:4,"Cortelyou Rd"D30,73,65,D30
413,0:4,"Knickerbocker Av"M09,150,41,M09
414,0:4,"Forest Av"M05,152,30,M05
415,0:4,"Elmhurst Av"G13,175,100,G13
416,0:4,"Bay Ridge - 95 St"R45,135,51,R45
417,0:4,"Avenue M"D34,42,50,D34
418,0:4,"Avenue H"D32,94,34,D32
419,0:4,"Central Av"M10,173,38,M10
420,0:4,"Whitehall St"R27,304,583,R27
421,0:4,"Grand Av - Newtown"G12,376,151,G12
422,0:4,"Ocean Pkwy"D41,54,33,D41
423,0:4,"Avenue U"D37,90,67,D37
424,0:4,"46 St"G18,351,115,G18
425,0:4,"36 St"G20,48,55,G20
426,0:4,"Court St"R28,0,0,R28
427,0:4,"Woodhaven Blvd"G11,403,357,G11
428,0:4,"City Hall"R24,24,82,R24
429,0:4,"Neck Rd"D38,39,31,D38
430,0:4,"Northern Blvd"G16,211,72,G16
431,0:4,"Steinway St"G19,347,274,G19
432,0:4,"Union St"R32,174,131,R32
433,0:4,"Cortlandt St"R25,68,101,R25
434,0:4,"Rector St"R26,27,77,R26
